Wage_Date,MIP_sector_id,MIP_sector_name,Count_Workers
2021-11-01,8,Financial intermediation,30426
2021-11-01,9,Real estate and housing services,6106
2021-11-01,10,Business services,115227
2021-11-01,11,Personal services,124384
2021-11-01,12,Public administration,13018
2021-12-01,1,"Agriculture, forestry and fishing",43739
2021-12-01,2,Mining,14185
2021-12-01,3,Manufacturing,75081
2021-12-01,4,"Electricity, gas, water and waste management",9407
2021-12-01,5,Construction,85858
2021-12-01,6,"Wholesale and retail trade, accommodation and food services",162810
2021-12-01,7,"Transport, communications and information services",76752
2021-12-01,8,Financial intermediation,30504
2021-12-01,9,Real estate and housing services,6155
2021-12-01,10,Business services,116857
2021-12-01,11,Personal services,125189
2021-12-01,12,Public administration,13137
2022-01-01,1,"Agriculture, forestry and fishing",42560
2022-01-01,2,Mining,14298
2022-01-01,3,Manufacturing,74807
2022-01-01,4,"Electricity, gas, water and waste management",9477
2022-01-01,5,Construction,84681
2022-01-01,6,"Wholesale and retail trade, accommodation and food services",161384
2022-01-01,7,"Transport, communications and information services",76356
2022-01-01,8,Financial intermediation,30512
2022-01-01,9,Real estate and housing services,6114
2022-01-01,10,Business services,116596
2022-01-01,11,Personal services,123624
2022-01-01,12,Public administration,13026
2022-02-01,1,"Agriculture, forestry and fishing",41276
2022-02-01,2,Mining,14403
2022-02-01,3,Manufacturing,75214
2022-02-01,4,"Electricity, gas, water and waste management",9644
2022-02-01,5,Construction,85066
2022-02-01,6,"Wholesale and retail trade, accommodation and food services",160254
2022-02-01,7,"Transport, communications and information services",76345
2022-02-01,8,Financial intermediation,30383
2022-02-01,9,Real estate and housing services,6154
2022-02-01,10,Business services,117688
2022-02-01,11,Personal services,122969
2022-02-01,12,Public administration,12976
2022-03-01,1,"Agriculture, forestry and fishing",40933
2022-03-01,2,Mining,14489
2022-03-01,3,Manufacturing,76147
2022-03-01,4,"Electricity, gas, water and waste management",9691
2022-03-01,5,Construction,86304
2022-03-01,6,"Wholesale and retail trade, accommodation and food services",161512
2022-03-01,7,"Transport, communications and information services",77191
2022-03-01,8,Financial intermediation,30467
2022-03-01,9,Real estate and housing services,6230
2022-03-01,10,Business services,118631
2022-03-01,11,Personal services,125994
2022-03-01,12,Public administration,13059
2022-04-01,1,"Agriculture, forestry and fishing",39214
2022-04-01,2,Mining,14526
2022-04-01,3,Manufacturing,76459
2022-04-01,4,"Electricity, gas, water and waste management",9595
2022-04-01,5,Construction,87079
2022-04-01,6,"Wholesale and retail trade, accommodation and food services",161910
2022-04-01,7,"Transport, communications and information services",77296
2022-04-01,8,Financial intermediation,30455
2022-04-01,9,Real estate and housing services,6243
2022-04-01,10,Business services,119296
2022-04-01,11,Personal services,127803
2022-04-01,12,Public administration,13172
2022-05-01,1,"Agriculture, forestry and fishing",36132
2022-05-01,2,Mining,14579
2022-05-01,3,Manufacturing,75775
2022-05-01,4,"Electricity, gas, water and waste management",9559
2022-05-01,5,Construction,85639
2022-05-01,6,"Wholesale and retail trade, accommodation and food services",159353
2022-05-01,7,"Transport, communications and information services",76614
2022-05-01,8,Financial intermediation,30179
2022-05-01,9,Real estate and housing services,6121
2022-05-01,10,Business services,117301
2022-05-01,11,Personal services,126280
2022-05-01,12,Public administration,12930
2022-06-01,1,"Agriculture, forestry and fishing",36323
2022-06-01,2,Mining,14633
2022-06-01,3,Manufacturing,75557
2022-06-01,4,"Electricity, gas, water and waste management",9558
2022-06-01,5,Construction,85647
2022-06-01,6,"Wholesale and retail trade, accommodation and food services",159768
2022-06-01,7,"Transport, communications and information services",76860
2022-06-01,8,Financial intermediation,30187
2022-06-01,9,Real estate and housing services,6100
2022-06-01,10,Business services,116967
2022-06-01,11,Personal services,127160
2022-06-01,12,Public administration,13199
2022-07-01,1,"Agriculture, forestry and fishing",36829
2022-07-01,2,Mining,14691
2022-07-01,3,Manufacturing,75679
2022-07-01,4,"Electricity, gas, water and waste management",9611
2022-07-01,5,Construction,84954
2022-07-01,6,"Wholesale and retail trade, accommodation and food services",159887
2022-07-01,7,"Transport, communications and information services",76748
2022-07-01,8,Financial intermediation,30244
2022-07-01,9,Real estate and housing services,6107
2022-07-01,10,Business services,117603
2022-07-01,11,Personal services,126907
2022-07-01,12,Public administration,13165
2022-08-01,1,"Agriculture, forestry and fishing",37223
2022-08-01,2,Mining,14708
2022-08-01,3,Manufacturing,75530
2022-08-01,4,"Electricity, gas, water and waste management",9649
2022-08-01,5,Construction,85937
2022-08-01,6,"Wholesale and retail trade, accommodation and food services",160606
2022-08-01,7,"Transport, communications and information services",77022
2022-08-01,8,Financial intermediation,30352
2022-08-01,9,Real estate and housing services,6162
2022-08-01,10,Business services,119189
2022-08-01,11,Personal services,127981
2022-08-01,12,Public administration,13358
2022-09-01,1,"Agriculture, forestry and fishing",36247
2022-09-01,2,Mining,14755
2022-09-01,3,Manufacturing,75060
2022-09-01,4,"Electricity, gas, water and waste management",9752
2022-09-01,5,Construction,84991
2022-09-01,6,"Wholesale and retail trade, accommodation and food services",160819
2022-09-01,7,"Transport, communications and information services",76932
2022-09-01,8,Financial intermediation,30468
2022-09-01,9,Real estate and housing services,6146
2022-09-01,10,Business services,119569
2022-09-01,11,Personal services,128980
2022-09-01,12,Public administration,13427
2022-10-01,1,"Agriculture, forestry and fishing",37577
2022-10-01,2,Mining,14832
2022-10-01,3,Manufacturing,75151
2022-10-01,4,"Electricity, gas, water and waste management",9817
2022-10-01,5,Construction,84108
2022-10-01,6,"Wholesale and retail trade, accommodation and food services",160659
2022-10-01,7,"Transport, communications and information services",76523
2022-10-01,8,Financial intermediation,30485
2022-10-01,9,Real estate and housing services,6128
2022-10-01,10,Business services,119594
2022-10-01,11,Personal services,128413
2022-10-01,12,Public administration,13399
2022-11-01,1,"Agriculture, forestry and fishing",39957
2022-11-01,2,Mining,14873
2022-11-01,3,Manufacturing,75232
2022-11-01,4,"Electricity, gas, water and waste management",9926
2022-11-01,5,Construction,83796
2022-11-01,6,"Wholesale and retail trade, accommodation and food services",161509
2022-11-01,7,"Transport, communications and information services",76707
2022-11-01,8,Financial intermediation,30264
2022-11-01,9,Real estate and housing services,6134
2022-11-01,10,Business services,120242
2022-11-01,11,Personal services,128303
2022-11-01,12,Public administration,13465
2022-12-01,1,"Agriculture, forestry and fishing",42203
2022-12-01,2,Mining,11208
2022-12-01,3,Manufacturing,72320
2022-12-01,4,"Electricity, gas, water and waste management",9275
2022-12-01,5,Construction,81216
2022-12-01,6,"Wholesale and retail trade, accommodation and food services",158383
2022-12-01,7,"Transport, communications and information services",74119
2022-12-01,8,Financial intermediation,25861
2022-12-01,9,Real estate and housing services,5751
2022-12-01,10,Business services,117110
2022-12-01,11,Personal services,126184
2022-12-01,12,Public administration,13459
2023-01-01,1,"Agriculture, forestry and fishing",39686
2023-01-01,2,Mining,10392
2023-01-01,3,Manufacturing,71620
2023-01-01,4,"Electricity, gas, water and waste management",9519
2023-01-01,5,Construction,79647
2023-01-01,6,"Wholesale and retail trade, accommodation and food services",156553
2023-01-01,7,"Transport, communications and information services",73877
2023-01-01,8,Financial intermediation,26581
2023-01-01,9,Real estate and housing services,5738
2023-01-01,10,Business services,116198
2023-01-01,11,Personal services,124124
2023-01-01,12,Public administration,13641
2023-02-01,1,"Agriculture, forestry and fishing",38681
2023-02-01,2,Mining,11669
2023-02-01,3,Manufacturing,71680
2023-02-01,4,"Electricity, gas, water and waste management",9411
2023-02-01,5,Construction,79629
2023-02-01,6,"Wholesale and retail trade, accommodation and food services",155786
2023-02-01,7,"Transport, communications and information services",73579
2023-02-01,8,Financial intermediation,25959
2023-02-01,9,Real estate and housing services,5696
2023-02-01,10,Business services,115853
2023-02-01,11,Personal services,123846
2023-02-01,12,Public administration,13494
2023-03-01,1,"Agriculture, forestry and fishing",38236
2023-03-01,2,Mining,10993
2023-03-01,3,Manufacturing,71683
2023-03-01,4,"Electricity, gas, water and waste management",9414
2023-03-01,5,Construction,80472
2023-03-01,6,"Wholesale and retail trade, accommodation and food services",155770
2023-03-01,7,"Transport, communications and information services",73290
2023-03-01,8,Financial intermediation,26030
2023-03-01,9,Real estate and housing services,5671
2023-03-01,10,Business services,115807
2023-03-01,11,Personal services,125696
2023-03-01,12,Public administration,13338
2023-04-01,1,"Agriculture, forestry and fishing",36613
2023-04-01,2,Mining,11418
2023-04-01,3,Manufacturing,71498
2023-04-01,4,"Electricity, gas, water and waste management",9506
2023-04-01,5,Construction,80096
2023-04-01,6,"Wholesale and retail trade, accommodation and food services",156244
2023-04-01,7,"Transport, communications and information services",73299
2023-04-01,8,Financial intermediation,26556
2023-04-01,9,Real estate and housing services,5710
2023-04-01,10,Business services,115760
2023-04-01,11,Personal services,126988
2023-04-01,12,Public administration,13578
2023-05-01,1,"Agriculture, forestry and fishing",30825
2023-05-01,2,Mining,11452
2023-05-01,3,Manufacturing,68626
2023-05-01,4,"Electricity, gas, water and waste management",9355
2023-05-01,5,Construction,76424
2023-05-01,6,"Wholesale and retail trade, accommodation and food services",145944
2023-05-01,7,"Transport, communications and information services",69000
2023-05-01,8,Financial intermediation,26177
2023-05-01,9,Real estate and housing services,5408
2023-05-01,10,Business services,110602
2023-05-01,11,Personal services,120082
2023-05-01,12,Public administration,12685
2023-06-01,1,"Agriculture, forestry and fishing",31266
2023-06-01,2,Mining,11735
2023-06-01,3,Manufacturing,68331
2023-06-01,4,"Electricity, gas, water and waste management",9298
2023-06-01,5,Construction,76031
2023-06-01,6,"Wholesale and retail trade, accommodation and food services",146183
2023-06-01,7,"Transport, communications and information services",68807
2023-06-01,8,Financial intermediation,26310
2023-06-01,9,Real estate and housing services,5445
2023-06-01,10,Business services,110979
2023-06-01,11,Personal services,121430
2023-06-01,12,Public administration,12817
2023-07-01,1,"Agriculture, forestry and fishing",32069
2023-07-01,2,Mining,11566
2023-07-01,3,Manufacturing,67889
2023-07-01,4,"Electricity, gas, water and waste management",9081
2023-07-01,5,Construction,75221
2023-07-01,6,"Wholesale and retail trade, accommodation and food services",145782
2023-07-01,7,"Transport, communications and information services",68394
2023-07-01,8,Financial intermediation,26295
2023-07-01,9,Real estate and housing services,5470
2023-07-01,10,Business services,110640
2023-07-01,11,Personal services,120514
2023-07-01,12,Public administration,12670
2023-08-01,1,"Agriculture, forestry and fishing",32071
2023-08-01,2,Mining,11116
2023-08-01,3,Manufacturing,67569
2023-08-01,4,"Electricity, gas, water and waste management",9052
2023-08-01,5,Construction,75132
2023-08-01,6,"Wholesale and retail trade, accommodation and food services",146383
2023-08-01,7,"Transport, communications and information services",68350
2023-08-01,8,Financial intermediation,26135
2023-08-01,9,Real estate and housing services,5472
2023-08-01,10,Business services,110683
2023-08-01,11,Personal services,121751
2023-08-01,12,Public administration,12816
2023-09-01,1,"Agriculture, forestry and fishing",34280
2023-09-01,2,Mining,10922
2023-09-01,3,Manufacturing,68624
2023-09-01,4,"Electricity, gas, water and waste management",9201
2023-09-01,5,Construction,75909
2023-09-01,6,"Wholesale and retail trade, accommodation and food services",153924
2023-09-01,7,"Transport, communications and information services",72095
2023-09-01,8,Financial intermediation,25892
2023-09-01,9,Real estate and housing services,5666
2023-09-01,10,Business services,113402
2023-09-01,11,Personal services,127179
2023-09-01,12,Public administration,13761
2023-10-01,1,"Agriculture, forestry and fishing",35516
2023-10-01,2,Mining,11452
2023-10-01,3,Manufacturing,69295
2023-10-01,4,"Electricity, gas, water and waste management",9184
2023-10-01,5,Construction,75948
2023-10-01,6,"Wholesale and retail trade, accommodation and food services",153710
2023-10-01,7,"Transport, communications and information services",72511
2023-10-01,8,Financial intermediation,26066
2023-10-01,9,Real estate and housing services,5678
2023-10-01,10,Business services,114539
2023-10-01,11,Personal services,127246
2023-10-01,12,Public administration,13768
2023-11-01,1,"Agriculture, forestry and fishing",36885
2023-11-01,2,Mining,11886
2023-11-01,3,Manufacturing,69105
2023-11-01,4,"Electricity, gas, water and waste management",9233
2023-11-01,5,Construction,75795
2023-11-01,6,"Wholesale and retail trade, accommodation and food services",154133
2023-11-01,7,"Transport, communications and information services",72488
2023-11-01,8,Financial intermediation,26258
2023-11-01,9,Real estate and housing services,5708
2023-11-01,10,Business services,114721
2023-11-01,11,Personal services,127532
2023-11-01,12,Public administration,13828
2023-12-01,1,"Agriculture, forestry and fishing",39715
2023-12-01,2,Mining,10921
2023-12-01,3,Manufacturing,68723
2023-12-01,4,"Electricity, gas, water and waste management",9077
2023-12-01,5,Construction,74611
2023-12-01,6,"Wholesale and retail trade, accommodation and food services",155744
2023-12-01,7,"Transport, communications and information services",72349
2023-12-01,8,Financial intermediation,24853
2023-12-01,9,Real estate and housing services,5668
2023-12-01,10,Business services,115136
2023-12-01,11,Personal services,127164
2023-12-01,12,Public administration,13881
2024-01-01,1,"Agriculture, forestry and fishing",38490
2024-01-01,2,Mining,10457
2024-01-01,3,Manufacturing,69168
2024-01-01,4,"Electricity, gas, water and waste management",9068
2024-01-01,5,Construction,73659
2024-01-01,6,"Wholesale and retail trade, accommodation and food services",154613
2024-01-01,7,"Transport, communications and information services",72476
2024-01-01,8,Financial intermediation,25443
2024-01-01,9,Real estate and housing services,5656
2024-01-01,10,Business services,114992
2024-01-01,11,Personal services,126039
2024-01-01,12,Public administration,13428
2024-02-01,1,"Agriculture, forestry and fishing",36712
2024-02-01,2,Mining,11767
2024-02-01,3,Manufacturing,69007
2024-02-01,4,"Electricity, gas, water and waste management",9057
2024-02-01,5,Construction,73598
2024-02-01,6,"Wholesale and retail trade, accommodation and food services",153225
2024-02-01,7,"Transport, communications and information services",72202
2024-02-01,8,Financial intermediation,25911
2024-02-01,9,Real estate and housing services,5586
2024-02-01,10,Business services,114588
2024-02-01,11,Personal services,125429
2024-02-01,12,Public administration,13366
2024-03-01,1,"Agriculture, forestry and fishing",36663
2024-03-01,2,Mining,10699
2024-03-01,3,Manufacturing,69674
2024-03-01,4,"Electricity, gas, water and waste management",8995
2024-03-01,5,Construction,73714
2024-03-01,6,"Wholesale and retail trade, accommodation and food services",153050
2024-03-01,7,"Transport, communications and information services",71769
2024-03-01,8,Financial intermediation,26129
2024-03-01,9,Real estate and housing services,5578
2024-03-01,10,Business services,114519
2024-03-01,11,Personal services,126920
2024-03-01,12,Public administration,13214
2024-04-01,1,"Agriculture, forestry and fishing",35430
2024-04-01,2,Mining,11514
2024-04-01,3,Manufacturing,69479
2024-04-01,4,"Electricity, gas, water and waste management",9098
2024-04-01,5,Construction,73971
2024-04-01,6,"Wholesale and retail trade, accommodation and food services",152927
2024-04-01,7,"Transport, communications and information services",71559
2024-04-01,8,Financial intermediation,25244
2024-04-01,9,Real estate and housing services,5590
2024-04-01,10,Business services,114512
2024-04-01,11,Personal services,127664
2024-04-01,12,Public administration,13442
2024-05-01,1,"Agriculture, forestry and fishing",33209
2024-05-01,2,Mining,11718
2024-05-01,3,Manufacturing,69216
2024-05-01,4,"Electricity, gas, water and waste management",9115
2024-05-01,5,Construction,73357
2024-05-01,6,"Wholesale and retail trade, accommodation and food services",152110
2024-05-01,7,"Transport, communications and information services",71460
2024-05-01,8,Financial intermediation,26419
2024-05-01,9,Real estate and housing services,5537
2024-05-01,10,Business services,113540
2024-05-01,11,Personal services,127855
2024-05-01,12,Public administration,13496
2024-06-01,1,"Agriculture, forestry and fishing",32549
2024-06-01,2,Mining,11472
2024-06-01,3,Manufacturing,68656
2024-06-01,4,"Electricity, gas, water and waste management",9056
2024-06-01,5,Construction,72327
2024-06-01,6,"Wholesale and retail trade, accommodation and food services",151406
2024-06-01,7,"Transport, communications and information services",71011
2024-06-01,8,Financial intermediation,26753
2024-06-01,9,Real estate and housing services,5499
2024-06-01,10,Business services,113350
2024-06-01,11,Personal services,127934
2024-06-01,12,Public administration,13407
2024-07-01,1,"Agriculture, forestry and fishing",34222
2024-07-01,2,Mining,11686
2024-07-01,3,Manufacturing,68305
2024-07-01,4,"Electricity, gas, water and waste management",9087
2024-07-01,5,Construction,71889
2024-07-01,6,"Wholesale and retail trade, accommodation and food services",149210
2024-07-01,7,"Transport, communications and information services",70465
2024-07-01,8,Financial intermediation,26370
2024-07-01,9,Real estate and housing services,5476
2024-07-01,10,Business services,112233
2024-07-01,11,Personal services,125404
2024-07-01,12,Public administration,13084
2024-08-01,1,"Agriculture, forestry and fishing",33711
2024-08-01,2,Mining,11353
2024-08-01,3,Manufacturing,68152
2024-08-01,4,"Electricity, gas, water and waste management",9102
2024-08-01,5,Construction,71988
2024-08-01,6,"Wholesale and retail trade, accommodation and food services",148581
2024-08-01,7,"Transport, communications and information services",70208
2024-08-01,8,Financial intermediation,26307
2024-08-01,9,Real estate and housing services,5437
2024-08-01,10,Business services,111357
2024-08-01,11,Personal services,125515
2024-08-01,12,Public administration,13187
2024-09-01,1,"Agriculture, forestry and fishing",32731
2024-09-01,2,Mining,10518
2024-09-01,3,Manufacturing,67206
2024-09-01,4,"Electricity, gas, water and waste management",9025
2024-09-01,5,Construction,71547
2024-09-01,6,"Wholesale and retail trade, accommodation and food services",148494
2024-09-01,7,"Transport, communications and information services",69920
2024-09-01,8,Financial intermediation,26181
2024-09-01,9,Real estate and housing services,5416
2024-09-01,10,Business services,111482
2024-09-01,11,Personal services,125939
2024-09-01,12,Public administration,13213
2024-10-01,1,"Agriculture, forestry and fishing",34109
2024-10-01,2,Mining,11777
2024-10-01,3,Manufacturing,67665
2024-10-01,4,"Electricity, gas, water and waste management",9095
2024-10-01,5,Construction,72705
2024-10-01,6,"Wholesale and retail trade, accommodation and food services",147846
2024-10-01,7,"Transport, communications and information services",70021
2024-10-01,8,Financial intermediation,26264
2024-10-01,9,Real estate and housing services,5413
2024-10-01,10,Business services,111402
2024-10-01,11,Personal services,124890
2024-10-01,12,Public administration,13273
2024-11-01,1,"Agriculture, forestry and fishing",35744
2024-11-01,2,Mining,12060
2024-11-01,3,Manufacturing,67755
2024-11-01,4,"Electricity, gas, water and waste management",9036
2024-11-01,5,Construction,72788
2024-11-01,6,"Wholesale and retail trade, accommodation and food services",148101
2024-11-01,7,"Transport, communications and information services",69898
2024-11-01,8,Financial intermediation,26256
2024-11-01,9,Real estate and housing services,5374
2024-11-01,10,Business services,110828
2024-11-01,11,Personal services,124608
2024-11-01,12,Public administration,13216
2024-12-01,1,"Agriculture, forestry and fishing",38503
2024-12-01,2,Mining,15221
2024-12-01,3,Manufacturing,69603
2024-12-01,4,"Electricity, gas, water and waste management",9788
2024-12-01,5,Construction,73383
2024-12-01,6,"Wholesale and retail trade, accommodation and food services",153039
2024-12-01,7,"Transport, communications and information services",72638
2024-12-01,8,Financial intermediation,29779
2024-12-01,9,Real estate and housing services,5727
2024-12-01,10,Business services,115098
2024-12-01,11,Personal services,126723
2024-12-01,12,Public administration,13262
2025-01-01,1,"Agriculture, forestry and fishing",36079
2025-01-01,2,Mining,15295
2025-01-01,3,Manufacturing,68768
2025-01-01,4,"Electricity, gas, water and waste management",9841
2025-01-01,5,Construction,71921
2025-01-01,6,"Wholesale and retail trade, accommodation and food services",150037
2025-01-01,7,"Transport, communications and information services",71735
2025-01-01,8,Financial intermediation,29743
2025-01-01,9,Real estate and housing services,5660
2025-01-01,10,Business services,113190
2025-01-01,11,Personal services,123600
2025-01-01,12,Public administration,12574
2025-02-01,1,"Agriculture, forestry and fishing",34848
2025-02-01,2,Mining,15366
2025-02-01,3,Manufacturing,67967
2025-02-01,4,"Electricity, gas, water and waste management",9862
2025-02-01,5,Construction,71501
2025-02-01,6,"Wholesale and retail trade, accommodation and food services",147529
2025-02-01,7,"Transport, communications and information services",70778
2025-02-01,8,Financial intermediation,29481
2025-02-01,9,Real estate and housing services,5557
2025-02-01,10,Business services,111882
2025-02-01,11,Personal services,122248
2025-02-01,12,Public administration,12532
2025-03-01,1,"Agriculture, forestry and fishing",34317
2025-03-01,2,Mining,15322
2025-03-01,3,Manufacturing,66861
2025-03-01,4,"Electricity, gas, water and waste management",9703
2025-03-01,5,Construction,70774
2025-03-01,6,"Wholesale and retail trade, accommodation and food services",145594
2025-03-01,7,"Transport, communications and information services",69532
2025-03-01,8,Financial intermediation,29299
2025-03-01,9,Real estate and housing services,5476
2025-03-01,10,Business services,109301
2025-03-01,11,Personal services,120798
2025-03-01,12,Public administration,11873
