index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend
137,2019-06-01,2019-06-01,9,Real estate and housing services,1186874.24,2019,6,1212695.9865594362,1353252.5720833335
138,2019-07-01,2019-07-01,9,Real estate and housing services,1344584.84,2019,7,1341170.1250919118,1352802.0658333334
139,2019-08-01,2019-08-01,9,Real estate and housing services,1355010.12,2019,8,1354800.4110968139,1354838.67
140,2019-09-01,2019-09-01,9,Real estate and housing services,1413189.55,2019,9,1380272.6201409313,1358072.5170833333
141,2019-10-01,2019-10-01,9,Real estate and housing services,1337918.46,2019,10,1347990.1598146446,1361278.4941666666
142,2019-11-01,2019-11-01,9,Real estate and housing services,1347469.62,2019,11,1364928.5464552697,1363930.6237499998
143,2019-12-01,2019-12-01,9,Real estate and housing services,1426612.64,2019,12,1369235.1494240195,1373515.4312500001
144,2020-01-01,2020-01-01,9,Real estate and housing services,1409584.42,2020,1,1405422.423226103,1383732.745
145,2020-02-01,2020-02-01,9,Real estate and housing services,1398581.27,2020,2,1404077.0146583947,1388236.61125
146,2020-03-01,2020-03-01,9,Real estate and housing services,1398781.04,2020,3,1409468.6653094364,1392463.5191666668
147,2020-04-01,2020-04-01,9,Real estate and housing services,1388902.68,2020,4,1401475.6018979778,1397250.2945833334
148,2020-05-01,2020-05-01,9,Real estate and housing services,1377634.2,2020,5,1393606.3763250613,1402689.2491666668
149,2020-06-01,2020-06-01,9,Real estate and housing services,1380958.43,2020,6,1406780.1765594361,1407595.924583333
150,2020-07-01,2020-07-01,9,Real estate and housing services,1395716.18,2020,7,1392301.4650919116,1410363.1166666667
151,2020-08-01,2020-08-01,9,Real estate and housing services,1411971.57,2020,8,1411761.8610968138,1411232.39125
152,2020-09-01,2020-09-01,9,Real estate and housing services,1457673.89,2020,9,1424756.9601409312,1412533.1604166667
153,2020-10-01,2020-10-01,9,Real estate and housing services,1408316.73,2020,10,1418388.4298146446,1414364.3295833333
154,2020-11-01,2020-11-01,9,Real estate and housing services,1407606.26,2020,11,1425065.1864552696,1416876.7316666667
155,2020-12-01,2020-12-01,9,Real estate and housing services,1484236.21,2020,12,1426858.7194240196,1419986.05375
156,2021-01-01,2021-01-01,9,Real estate and housing services,1418373.46,2021,1,1414211.463226103,1422889.79
157,2021-02-01,2021-02-01,9,Real estate and housing services,1410654.82,2021,2,1416150.5646583948,1424708.7370833335
158,2021-03-01,2021-03-01,9,Real estate and housing services,1417925.95,2021,3,1428613.5753094363,1425242.8316666665
159,2021-04-01,2021-04-01,9,Real estate and housing services,1413705.83,2021,4,1426278.751897978,1424912.6383333332
160,2021-05-01,2021-05-01,9,Real estate and housing services,1413128.7,2021,5,1429100.8763250613,1424348.0258333334
161,2021-06-01,2021-06-01,9,Real estate and housing services,1420087.66,2021,6,1445909.406559436,1423909.6008333333
162,2021-07-01,2021-07-01,9,Real estate and housing services,1426276.62,2021,7,1422861.9050919118,1423231.7858333334
163,2021-08-01,2021-08-01,9,Real estate and housing services,1425065.86,2021,8,1424856.1510968138,1422548.2741666664
164,2021-09-01,2021-09-01,9,Real estate and housing services,1457397.87,2021,9,1424480.9401409314,1421038.8450000002
165,2021-10-01,2021-10-01,9,Real estate and housing services,1400668.11,2021,10,1410739.8098146447,1418349.9787499998
166,2021-11-01,2021-11-01,9,Real estate and housing services,1401704.18,2021,11,1419163.1064552695,1416692.4508333334
167,2021-12-01,2021-12-01,9,Real estate and housing services,1479616.09,2021,12,1422238.5994240197,1415310.8770833334
168,2022-01-01,2022-01-01,9,Real estate and housing services,1406726.02,2022,1,1402564.023226103,1412204.52375
169,2022-02-01,2022-02-01,9,Real estate and housing services,1405897.98,2022,2,1411393.7246583947,1408367.3037500002
170,2022-03-01,2022-03-01,9,Real estate and housing services,1386456.49,2022,3,1397144.1153094363,1405169.4379166665
171,2022-04-01,2022-04-01,9,Real estate and housing services,1380642.5,2022,4,1393215.4218979778,1402776.9204166664
172,2022-05-01,2022-05-01,9,Real estate and housing services,1406411.36,2022,5,1422383.5363250615,1400520.8745833333
173,2022-06-01,2022-06-01,9,Real estate and housing services,1393647.23,2022,6,1419468.9765594362,1389807.49875
174,2022-07-01,2022-07-01,9,Real estate and housing services,1378164.57,2022,7,1374749.8550919117,1372605.7795833333
175,2022-08-01,2022-08-01,9,Real estate and housing services,1381084.63,2022,8,1380874.9210968136,1357269.145
176,2022-09-01,2022-09-01,9,Real estate and housing services,1424630.32,2022,9,1391713.3901409314,1342984.61
177,2022-10-01,2022-10-01,9,Real estate and housing services,1376015.24,2022,10,1386086.9398146446,1329477.0729166665
178,2022-11-01,2022-11-01,9,Real estate and housing services,1372211.95,2022,11,1389670.8764552695,1316684.0725
179,2022-12-01,2022-12-01,9,Real estate and housing services,1251987.3,2022,12,1194609.8094240197,1305767.2295833332
180,2023-01-01,2023-01-01,9,Real estate and housing services,1221513.55,2023,1,1217351.553226103,1296704.5825
181,2023-02-01,2023-02-01,9,Real estate and housing services,1223031.22,2023,2,1228526.9646583947,1288703.03375
182,2023-03-01,2023-03-01,9,Real estate and housing services,1226494.41,2023,3,1237182.0353094363,1279949.2
183,2023-04-01,2023-04-01,9,Real estate and housing services,1216423.69,2023,4,1228996.6118979778,1270070.8404166666
184,2023-05-01,2023-05-01,9,Real estate and housing services,1263598.16,2023,5,1279570.3363250613,1260199.8554166667
185,2023-06-01,2023-06-01,9,Real estate and housing services,1274456.2,2023,6,1300277.9465594362,1258132.5770833332
186,2023-07-01,2023-07-01,9,Real estate and housing services,1279852.07,2023,7,1276437.3550919117,1262994.1625
187,2023-08-01,2023-08-01,9,Real estate and housing services,1287359.96,2023,8,1287150.2510968137,1267110.0245833334
188,2023-09-01,2023-09-01,9,Real estate and housing services,1308262.98,2023,9,1275346.0501409313,1272161.1066666667
189,2023-10-01,2023-10-01,9,Real estate and housing services,1255301.95,2023,10,1265373.6498146446,1277999.5295833333
190,2023-11-01,2023-11-01,9,Real estate and housing services,1256021.6,2023,11,1273480.5264552697,1281897.8725
191,2023-12-01,2023-12-01,9,Real estate and housing services,1318562.97,2023,12,1261185.4794240196,1283466.0125
192,2024-01-01,2024-01-01,9,Real estate and housing services,1271615.93,2024,1,1267453.933226103,1285159.9533333334
193,2024-02-01,2024-02-01,9,Real estate and housing services,1271709.53,2024,2,1277205.2746583947,1287342.87
194,2024-03-01,2024-03-01,9,Real estate and housing services,1299042.07,2024,3,1309729.6953094364,1290942.8720833333
195,2024-04-01,2024-04-01,9,Real estate and housing services,1283998.18,2024,4,1296571.1018979778,1295458.804583333
196,2024-05-01,2024-05-01,9,Real estate and housing services,1289583.9,2024,5,1305556.0763250613,1299424.2795833335
197,2024-06-01,2024-06-01,9,Real estate and housing services,1286105.82,2024,6,1311927.5665594363,1312099.7725000002
198,2024-07-01,2024-07-01,9,Real estate and housing services,1308857.03,2024,7,1305442.3150919117,1332627.5979166664
199,2024-08-01,2024-08-01,9,Real estate and housing services,1310745.0,2024,8,1310535.2910968137,1353273.5741666665
200,2024-09-01,2024-09-01,9,Real estate and housing services,1371277.99,2024,9,1338361.0601409313,1373430.835
201,2024-10-01,2024-10-01,9,Real estate and housing services,1300669.32,2024,10,1310741.0198146447,
202,2024-11-01,2024-11-01,9,Real estate and housing services,1305825.63,2024,11,1323284.5564552695,
203,2024-12-01,2024-12-01,9,Real estate and housing services,1572970.77,2024,12,1515593.2794240196,
204,2025-01-01,2025-01-01,9,Real estate and housing services,1509875.94,2025,1,1505713.943226103,
205,2025-02-01,2025-02-01,9,Real estate and housing services,1528952.95,2025,2,1534448.6946583947,
206,2025-03-01,2025-03-01,9,Real estate and housing services,1525572.91,2025,3,1536260.5353094363,
0,2008-01-01,2008-01-01,10,Business services,752872.33,2008,1,747891.6828959865,
1,2008-02-01,2008-02-01,10,Business services,813958.5,2008,2,823857.4547970281,
2,2008-03-01,2008-03-01,10,Business services,816024.33,2008,3,828169.6305522365,
3,2008-04-01,2008-04-01,10,Business services,819419.07,2008,4,827791.5100834866,
4,2008-05-01,2008-05-01,10,Business services,818546.12,2008,5,826211.3297449448,
5,2008-06-01,2008-06-01,10,Business services,807085.63,2008,6,829181.1316459866,
6,2008-07-01,2008-07-01,10,Business services,806046.25,2008,7,795452.3527979472,781213.3658333331
7,2008-08-01,2008-08-01,10,Business services,731142.56,2008,8,729368.4546606925,777886.6870833331
8,2008-09-01,2008-09-01,10,Business services,750290.18,2008,9,722715.241842065,771451.8287500002
9,2008-10-01,2008-10-01,10,Business services,756369.21,2008,10,767562.7556043199,765165.0108333335
10,2008-11-01,2008-11-01,10,Business services,729074.24,2008,11,742771.7153439032,759023.2125
11,2008-12-01,2008-12-01,10,Business services,775129.01,2008,12,734984.1700314032,753174.6616666667
12,2009-01-01,2009-01-01,10,Business services,750078.25,2009,1,745097.6028959865,748203.6929166667
13,2009-02-01,2009-02-01,10,Business services,736912.29,2009,2,746811.2447970281,747213.5483333333
14,2009-03-01,2009-03-01,10,Business services,738633.94,2009,3,750779.2405522364,749497.0608333333
15,2009-04-01,2009-04-01,10,Business services,745925.83,2009,4,754298.2700834866,750585.3341666666
16,2009-05-01,2009-05-01,10,Business services,744636.2,2009,5,752301.4097449448,751954.6779166665
17,2009-06-01,2009-06-01,10,Business services,740630.33,2009,6,762725.8316459865,754611.25375
18,2009-07-01,2009-07-01,10,Business services,753198.3,2009,7,742604.4027979473,757794.3283333334
19,2009-08-01,2009-08-01,10,Business services,760227.04,2009,8,758452.9346606925,761646.21875
20,2009-09-01,2009-09-01,10,Business services,776010.0,2009,9,748435.061842065,765696.8433333334
21,2009-10-01,2009-10-01,10,Business services,756767.95,2009,10,767961.4956043198,770049.3079166666
22,2009-11-01,2009-11-01,10,Business services,761539.75,2009,11,775237.2253439032,774323.9179166666
23,2009-12-01,2009-12-01,10,Business services,806421.32,2009,12,766276.4800314031,778328.23
24,2010-01-01,2010-01-01,10,Business services,795179.73,2010,1,790199.0828959865,782428.8808333334
25,2010-02-01,2010-02-01,10,Business services,784256.18,2010,2,794155.1347970281,786527.2641666667
26,2010-03-01,2010-03-01,10,Business services,788505.04,2010,3,800650.3405522365,791436.32125
27,2010-04-01,2010-04-01,10,Business services,800513.88,2010,4,808886.3200834866,796624.8025
28,2010-05-01,2010-05-01,10,Business services,792638.79,2010,5,800303.9997449449,801180.2395833334
29,2010-06-01,2010-06-01,10,Business services,788731.23,2010,6,810826.7316459866,810149.9720833333
30,2010-07-01,2010-07-01,10,Business services,803513.02,2010,7,792919.1227979473,822731.4283333332
31,2010-08-01,2010-08-01,10,Business services,808273.52,2010,8,806499.4146606924,834628.2825
32,2010-09-01,2010-09-01,10,Business services,845780.89,2010,9,818205.951842065,846347.2020833333
33,2010-10-01,2010-10-01,10,Business services,811520.61,2010,10,822714.1556043199,857667.6833333333
34,2010-11-01,2010-11-01,10,Business services,816117.58,2010,11,829815.0553439031,869085.9583333333
35,2010-12-01,2010-12-01,10,Business services,967117.07,2010,12,926972.2300314031,880814.6045833332
36,2011-01-01,2011-01-01,10,Business services,936438.93,2011,1,931458.2828959866,893549.2370833333
37,2011-02-01,2011-02-01,10,Business services,928521.48,2011,2,938420.4347970281,906972.1116666666
38,2011-03-01,2011-03-01,10,Business services,925493.81,2011,3,937639.1105522366,920630.5245833332
39,2011-04-01,2011-04-01,10,Business services,935216.66,2011,4,943589.1000834866,934034.8491666667
40,2011-05-01,2011-05-01,10,Business services,931974.61,2011,5,939639.8197449448,946687.4283333335
41,2011-06-01,2011-06-01,10,Business services,930882.92,2011,6,952978.4216459866,955676.9345833333
42,2011-07-01,2011-07-01,10,Business services,966992.51,2011,7,956398.6127979473,956293.9741666664
43,2011-08-01,2011-08-01,10,Business services,966943.02,2011,8,965168.9146606924,952072.6170833333
44,2011-09-01,2011-09-01,10,Business services,1014913.3,2011,9,987338.361842065,948017.2908333334
45,2011-10-01,2011-10-01,10,Business services,964091.99,2011,10,975285.5356043199,944303.2766666665
46,2011-11-01,2011-11-01,10,Business services,967208.1,2011,11,980905.5753439032,940822.8645833333
47,2011-12-01,2011-12-01,10,Business services,1031774.7,2011,12,991629.8600314031,937726.8145833333
48,2012-01-01,2012-01-01,10,Business services,886590.25,2012,1,881609.6028959865,940613.4937499999
49,2012-02-01,2012-02-01,10,Business services,877057.59,2012,2,886956.5447970281,949141.3187499999
50,2012-03-01,2012-03-01,10,Business services,879629.87,2012,3,891775.1705522365,956979.75125
51,2012-04-01,2012-04-01,10,Business services,891944.26,2012,4,900316.7000834866,964562.8062499999
52,2012-05-01,2012-05-01,10,Business services,891717.12,2012,5,899382.3297449448,967967.1245833334
53,2012-06-01,2012-06-01,10,Business services,896835.21,2012,6,918930.7116459865,966166.6050000001
54,2012-07-01,2012-07-01,10,Business services,1070320.52,2012,7,1059726.6227979474,973706.2245833332
55,2012-08-01,2012-08-01,10,Business services,1068282.81,2012,8,1066508.7046606925,991217.4654166667
56,2012-09-01,2012-09-01,10,Business services,1101695.89,2012,9,1074120.9518420647,1008800.6016666667
57,2012-10-01,2012-10-01,10,Business services,1059302.72,2012,10,1070496.2656043197,1026288.0133333332
58,2012-11-01,2012-11-01,10,Business services,953701.01,2012,11,967398.4853439032,1043590.2741666667
59,2012-12-01,2012-12-01,10,Business services,1002069.32,2012,12,961924.4800314031,1060154.54
60,2013-01-01,2013-01-01,10,Business services,1097246.5,2013,1,1092265.8528959865,1069768.4987499998
61,2013-02-01,2013-02-01,10,Business services,1086671.12,2013,2,1096570.0747970282,1073441.36375
62,2013-03-01,2013-03-01,10,Business services,1092011.61,2013,3,1104156.9105522367,1072185.5370833334
63,2013-04-01,2013-04-01,10,Business services,1099260.4,2013,4,1107632.8400834864,1066342.9904166667
64,2013-05-01,2013-05-01,10,Business services,1099655.24,2013,5,1107320.449744945,1065783.4870833333
65,2013-06-01,2013-06-01,10,Business services,1086439.47,2013,6,1108534.9716459864,1068921.1929166666
66,2013-07-01,2013-07-01,10,Business services,1111451.27,2013,7,1100857.3727979474,1066284.0266666666
67,2013-08-01,2013-08-01,10,Business services,1115300.82,2013,8,1113526.7146606925,1058589.1087500001
68,2013-09-01,2013-09-01,10,Business services,1024538.04,2013,9,996963.101842065,1050387.1387499997
69,2013-10-01,2013-10-01,10,Business services,996239.45,2013,10,1007432.9956043198,1041794.3708333331
70,2013-11-01,2013-11-01,10,Business services,1003336.2,2013,11,1017033.6753439031,1032826.5574999999
71,2013-12-01,2013-12-01,10,Business services,1027739.07,2013,12,987594.2300314031,1024082.1687499998
72,2014-01-01,2014-01-01,10,Business services,1008284.76,2014,1,1003304.1128959865,1014747.6845833332
73,2014-02-01,2014-02-01,10,Business services,990954.83,2014,2,1000853.784797028,1003920.2333333332
74,2014-03-01,2014-03-01,10,Business services,990880.62,2014,3,1003025.9205522365,997768.9704166665
75,2014-04-01,2014-04-01,10,Business services,994164.96,2014,4,1002537.4000834866,995832.8812499999
76,2014-05-01,2014-05-01,10,Business services,989523.16,2014,5,997188.3697449449,993343.5424999997
77,2014-06-01,2014-06-01,10,Business services,986706.22,2014,6,1008801.7216459865,992244.479583333
78,2014-07-01,2014-07-01,10,Business services,987156.9,2014,7,976563.0027979473,991656.9570833332
79,2014-08-01,2014-08-01,10,Business services,979736.36,2014,8,977962.2546606924,990692.9270833333
80,2014-09-01,2014-09-01,10,Business services,1012472.19,2014,9,984897.2518420649,989924.2645833333
81,2014-10-01,2014-10-01,10,Business services,961839.16,2014,10,973032.7056043199,989436.4341666667
82,2014-11-01,2014-11-01,10,Business services,977992.36,2014,11,991689.8353439032,989017.6608333332
83,2014-12-01,2014-12-01,10,Business services,1026705.4,2014,12,986560.5600314032,988299.9075
84,2015-01-01,2015-01-01,10,Business services,995217.89,2015,1,990237.2428959865,989283.03625
85,2015-02-01,2015-02-01,10,Business services,980884.98,2015,2,990783.9347970281,991863.5549999998
86,2015-03-01,2015-03-01,10,Business services,982502.57,2015,3,994647.8705522364,994371.6820833331
87,2015-04-01,2015-04-01,10,Business services,990835.08,2015,4,999207.5200834866,997613.865
88,2015-05-01,2015-05-01,10,Business services,982802.48,2015,5,990467.6897449448,1000936.2604166665
89,2015-06-01,2015-06-01,10,Business services,976200.82,2015,6,998296.3216459865,1004036.5816666665
90,2015-07-01,2015-07-01,10,Business services,1021257.39,2015,7,1010663.4927979473,1006447.47625
91,2015-08-01,2015-08-01,10,Business services,1007568.32,2015,8,1005794.2146606924,1007840.6045833331
92,2015-09-01,2015-09-01,10,Business services,1044835.28,2015,9,1017260.341842065,1009459.8449999997
93,2015-10-01,2015-10-01,10,Business services,1007288.46,2015,10,1018482.0056043199,1011005.1683333332
94,2015-11-01,2015-11-01,10,Business services,1012280.55,2015,11,1025978.0253439032,1012177.2216666667
95,2015-12-01,2015-12-01,10,Business services,1066824.92,2015,12,1026680.0800314031,1013616.1408333331
96,2016-01-01,2016-01-01,10,Business services,1012959.84,2016,1,1007979.1928959865,1015299.1795833333
97,2016-02-01,2016-02-01,10,Business services,996578.11,2016,2,1006477.0647970281,1016976.1333333333
98,2016-03-01,2016-03-01,10,Business services,1005671.21,2016,3,1017816.5105522365,1018740.9941666668
99,2016-04-01,2016-04-01,10,Business services,1004754.2,2016,4,1013126.6400834866,1020562.1070833334
100,2016-05-01,2016-05-01,10,Business services,997012.64,2016,5,1004677.8497449448,1022669.2470833333
101,2016-06-01,2016-06-01,10,Business services,996524.72,2016,6,1018620.2216459865,1024558.3183333332
102,2016-07-01,2016-07-01,10,Business services,1041326.42,2016,7,1030732.5227979473,1025890.8741666665
103,2016-08-01,2016-08-01,10,Business services,1027746.18,2016,8,1025972.0746606925,1027399.5874999999
104,2016-09-01,2016-09-01,10,Business services,1067014.08,2016,9,1039439.141842065,1028712.1699999999
105,2016-10-01,2016-10-01,10,Business services,1028816.37,2016,10,1040009.9156043199,1030186.6266666667
106,2016-11-01,2016-11-01,10,Business services,1041324.0,2016,11,1055021.475343903,1032158.0750000001
107,2016-12-01,2016-12-01,10,Business services,1083119.18,2016,12,1042974.3400314031,1034092.4354166668
108,2017-01-01,2017-01-01,10,Business services,1028646.92,2017,1,1023666.2728959866,1034699.2074999999
109,2017-02-01,2017-02-01,10,Business services,1017100.15,2017,2,1026999.1047970281,1034323.1558333333
110,2017-03-01,2017-03-01,10,Business services,1016651.15,2017,3,1028796.4505522365,1034382.8195833331
111,2017-04-01,2017-04-01,10,Business services,1029161.22,2017,4,1037533.6600834866,1034357.1883333332
112,2017-05-01,2017-05-01,10,Business services,1019920.38,2017,5,1027585.5897449448,1034269.2266666666
113,2017-06-01,2017-06-01,10,Business services,1020041.63,2017,6,1042137.1316459866,1034100.8670833333
114,2017-07-01,2017-07-01,10,Business services,1032372.04,2017,7,1021778.1427979473,1034942.0279166667
115,2017-08-01,2017-08-01,10,Business services,1027675.32,2017,8,1025901.2146606924,1036843.7179166668
116,2017-09-01,2017-09-01,10,Business services,1068516.87,2017,9,1040941.9318420651,1038889.2633333333
117,2017-10-01,2017-10-01,10,Business services,1026698.43,2017,10,1037891.97560432,1040622.92625
118,2017-11-01,2017-11-01,10,Business services,1041330.86,2017,11,1055028.3353439032,1042117.0558333332
119,2017-12-01,2017-12-01,10,Business services,1079071.69,2017,12,1038926.8500314031,1043778.0904166667
120,2018-01-01,2018-01-01,10,Business services,1052882.27,2018,1,1047901.6228959865,1045002.9091666666
121,2018-02-01,2018-02-01,10,Business services,1038505.36,2018,2,1048404.3147970281,1047259.5470833333
122,2018-03-01,2018-03-01,10,Business services,1044339.03,2018,3,1056484.3305522366,1050793.30625
123,2018-04-01,2018-04-01,10,Business services,1043081.25,2018,4,1051453.6900834865,1054407.3041666665
124,2018-05-01,2018-05-01,10,Business services,1041859.46,2018,5,1049524.669744945,1058297.7654166666
125,2018-06-01,2018-06-01,10,Business services,1037967.38,2018,6,1060062.8816459866,1067096.0262499999
126,2018-07-01,2018-07-01,10,Business services,1043841.94,2018,7,1033248.0427979472,1080153.5620833333
127,2018-08-01,2018-08-01,10,Business services,1070364.73,2018,8,1068590.6246606924,1092690.3108333335
128,2018-09-01,2018-09-01,10,Business services,1110637.68,2018,9,1083062.7418420648,1104459.652083333
129,2018-10-01,2018-10-01,10,Business services,1071313.57,2018,10,1082507.1156043198,1115795.6495833332
130,2018-11-01,2018-11-01,10,Business services,1090086.79,2018,11,1103784.265343903,1127512.8620833333
131,2018-12-01,2018-12-01,10,Business services,1241474.02,2018,12,1201329.1800314032,1134778.5195833333
132,2019-01-01,2019-01-01,10,Business services,1203860.8,2019,1,1198880.1528959866,1141971.8100000003
133,2019-02-01,2019-02-01,10,Business services,1188408.8,2019,2,1198307.7547970281,1152583.6054166667
134,2019-03-01,2019-03-01,10,Business services,1176899.78,2019,3,1189045.0805522366,1162652.8554166667
135,2019-04-01,2019-04-01,10,Business services,1182584.44,2019,4,1190956.8800834864,1172696.6025
136,2019-05-01,2019-05-01,10,Business services,1183569.37,2019,5,1191234.579744945,1181985.6066666667
137,2019-06-01,2019-06-01,10,Business services,1070633.25,2019,6,1092728.7516459865,1186697.0683333331
138,2019-07-01,2019-07-01,10,Business services,1183815.04,2019,7,1173221.1427979474,1188381.525
139,2019-08-01,2019-08-01,10,Business services,1185074.72,2019,8,1183300.6146606924,1190982.3066666666
140,2019-09-01,2019-09-01,10,Business services,1237589.69,2019,9,1210014.7518420648,1193891.3775
141,2019-10-01,2019-10-01,10,Business services,1185411.49,2019,10,1196605.0356043198,1197149.105
142,2019-11-01,2019-11-01,10,Business services,1198924.97,2019,11,1212622.445343903,1199773.097083333
143,2019-12-01,2019-12-01,10,Business services,1245710.92,2019,12,1205566.080031403,1206321.8579166662
144,2020-01-01,2020-01-01,10,Business services,1240050.86,2020,1,1235070.2128959866,1212765.8041666665
145,2020-02-01,2020-02-01,10,Business services,1214637.5,2020,2,1224536.454797028,1214612.9470833333
146,2020-03-01,2020-03-01,10,Business services,1220488.78,2020,3,1232634.0805522366,1215346.0029166667
147,2020-04-01,2020-04-01,10,Business services,1217180.9,2020,4,1225553.3400834864,1215437.2675
148,2020-05-01,2020-05-01,10,Business services,1211948.72,2020,5,1219613.929744945,1215359.31625
149,2020-06-01,2020-06-01,10,Business services,1199424.16,2020,6,1221519.6616459864,1215146.4429166664
150,2020-07-01,2020-07-01,10,Business services,1209678.84,2020,7,1199084.9427979474,1213380.5104166665
151,2020-08-01,2020-08-01,10,Business services,1203542.35,2020,8,1201768.2446606925,1210432.9124999999
152,2020-09-01,2020-09-01,10,Business services,1236715.4,2020,9,1209140.4618420647,1208091.1075
153,2020-10-01,2020-10-01,10,Business services,1188476.13,2020,10,1199669.6756043197,1206278.2391666665
154,2020-11-01,2020-11-01,10,Business services,1193989.5,2020,11,1207686.975343903,1205370.8912499999
155,2020-12-01,2020-12-01,10,Business services,1245537.43,2020,12,1205392.5900314031,1205136.1070833332
156,2021-01-01,2021-01-01,10,Business services,1197841.97,2021,1,1192861.3228959865,1205496.3812499999
157,2021-02-01,2021-02-01,10,Business services,1186104.04,2021,2,1196002.9947970281,1205689.66875
158,2021-03-01,2021-03-01,10,Business services,1192818.92,2021,3,1204964.2205522365,1205487.7658333334
159,2021-04-01,2021-04-01,10,Business services,1201341.92,2021,4,1209714.3600834864,1205442.5125
160,2021-05-01,2021-05-01,10,Business services,1206011.35,2021,5,1213676.559744945,1205740.6566666667
161,2021-06-01,2021-06-01,10,Business services,1199726.71,2021,6,1221822.2116459864,1206682.95375
162,2021-07-01,2021-07-01,10,Business services,1218022.87,2021,7,1207428.9727979475,1207673.6195833331
163,2021-08-01,2021-08-01,10,Business services,1199837.22,2021,8,1198063.1146606924,1208479.8229166665
164,2021-09-01,2021-09-01,10,Business services,1235574.86,2021,9,1207999.921842065,1208635.56625
165,2021-10-01,2021-10-01,10,Business services,1188530.59,2021,10,1199724.1356043199,1207798.575416667
166,2021-11-01,2021-11-01,10,Business services,1201090.5,2021,11,1214787.975343903,1207544.0445833332
167,2021-12-01,2021-12-01,10,Business services,1261051.56,2021,12,1220906.7200314032,1208055.6720833334
168,2022-01-01,2022-01-01,10,Business services,1206103.82,2022,1,1201123.1728959866,1207991.6929166666
169,2022-02-01,2022-02-01,10,Business services,1197191.07,2022,2,1207090.0247970282,1207768.4933333332
170,2022-03-01,2022-03-01,10,Business services,1185469.73,2022,3,1197615.0305522366,1208271.2354166666
171,2022-04-01,2022-04-01,10,Business services,1188603.33,2022,4,1196975.7700834866,1209298.67625
172,2022-05-01,2022-05-01,10,Business services,1212641.2,2022,5,1220306.409744945,1210166.25875
173,2022-06-01,2022-06-01,10,Business services,1205375.92,2022,6,1227471.4216459864,1206398.0450000002
174,2022-07-01,2022-07-01,10,Business services,1210838.16,2022,7,1200244.2627979473,1198893.1941666668
175,2022-08-01,2022-08-01,10,Business services,1201665.14,2022,8,1199891.0346606923,1192218.7408333332
176,2022-09-01,2022-09-01,10,Business services,1245812.75,2022,9,1218237.8118420648,1185912.5204166665
177,2022-10-01,2022-10-01,10,Business services,1202951.28,2022,10,1214144.8256043198,1180077.24375
178,2022-11-01,2022-11-01,10,Business services,1207491.79,2022,11,1221189.265343903,1175874.44875
179,2022-12-01,2022-12-01,10,Business services,1164213.14,2022,12,1124068.300031403,1173004.825
180,2023-01-01,2023-01-01,10,Business services,1122825.82,2023,1,1117845.1728959866,1170018.5287499998
181,2023-02-01,2023-02-01,10,Business services,1120282.19,2023,2,1130181.144797028,1167271.2066666665
182,2023-03-01,2023-03-01,10,Business services,1111029.32,2023,3,1123174.6205522367,1164050.9245833333
183,2023-04-01,2023-04-01,10,Business services,1122997.1,2023,4,1131369.5400834866,1159997.9604166667
184,2023-05-01,2023-05-01,10,Business services,1177380.35,2023,5,1185045.559744945,1155810.8537500002
185,2023-06-01,2023-06-01,10,Business services,1171765.8,2023,6,1193861.3016459865,1155870.5658333334
186,2023-07-01,2023-07-01,10,Business services,1172777.17,2023,7,1162183.2727979473,1160401.9566666665
187,2023-08-01,2023-08-01,10,Business services,1173790.4,2023,8,1172016.2946606923,1164607.2075
188,2023-09-01,2023-09-01,10,Business services,1196400.72,2023,9,1168825.7818420648,1168765.5391666666
189,2023-10-01,2023-10-01,10,Business services,1155092.17,2023,10,1166285.7156043197,1172873.4120833334
190,2023-11-01,2023-11-01,10,Business services,1154860.34,2023,11,1168557.8153439031,1174974.7370833335
191,2023-12-01,2023-12-01,10,Business services,1218277.68,2023,12,1178132.8400314031,1175239.1487500002
192,2024-01-01,2024-01-01,10,Business services,1177514.66,2024,1,1172534.0128959864,1176877.6125
193,2024-02-01,2024-02-01,10,Business services,1166519.37,2024,2,1176418.3247970282,1180088.9179166667
194,2024-03-01,2024-03-01,10,Business services,1164592.1,2024,3,1176737.4005522367,1184031.2708333333
195,2024-04-01,2024-04-01,10,Business services,1168023.27,2024,4,1176395.7100834865,1188435.3275
196,2024-05-01,2024-05-01,10,Business services,1182785.98,2024,5,1190451.189744945,1193253.4479166665
197,2024-06-01,2024-06-01,10,Business services,1172706.05,2024,6,1194801.5516459865,1202447.2729166667
198,2024-07-01,2024-07-01,10,Business services,1211160.05,2024,7,1200566.1527979474,1215554.9158333333
199,2024-08-01,2024-08-01,10,Business services,1212478.85,2024,8,1210704.7446606925,1228988.5808333333
200,2024-09-01,2024-09-01,10,Business services,1252328.74,2024,9,1224753.8018420648,1242637.9295833334
201,2024-10-01,2024-10-01,10,Business services,1204861.51,2024,10,1216055.0556043198,
202,2024-11-01,2024-11-01,10,Business services,1220725.89,2024,11,1234423.365343903,
203,2024-12-01,2024-12-01,10,Business services,1373063.93,2024,12,1332919.0900314031,
204,2025-01-01,2025-01-01,10,Business services,1337311.84,2025,1,1332331.1928959866,
205,2025-02-01,2025-02-01,10,Business services,1329130.15,2025,2,1339029.104797028,
