index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income,year,month,Avg_Taxable_Income_sa,Avg_Taxable_Income_trend,Nominal_Wage_Growth_SA,Nominal_Wage_Growth_SA_Annual,Nominal_Wage_Growth_SA_Annual_cycle
106,2016-11-01,2016-11-01,9,Real estate and housing services,791265.69,2016,11,801145.8820315052,790387.1125,2.6378830572079126,5.16843522622914,-1.705583096886432
107,2016-12-01,2016-12-01,9,Real estate and housing services,834273.83,2016,12,795165.093463797,794522.7866666666,-0.7465292778566668,4.882625864330503,-2.0456368359580424
108,2017-01-01,2017-01-01,9,Real estate and housing services,793152.68,2017,1,791555.5803387971,797953.31375,-0.4539325423952745,4.135822622533691,-2.8504693639295375
109,2017-02-01,2017-02-01,9,Real estate and housing services,793074.47,2017,2,799054.1496877553,800553.6008333333,0.9473206348628915,6.004487230515276,-1.0433786706335901
110,2017-03-01,2017-03-01,9,Real estate and housing services,797915.26,2017,3,804831.1231252553,802932.9524999999,0.7229764640803715,7.471025175517831,0.3583030060255057
111,2017-04-01,2017-04-01,9,Real estate and housing services,795772.98,2017,4,804686.604010672,805620.6712499999,-0.01795645203458429,6.356923116997382,-0.8236673488817443
112,2017-05-01,2017-05-01,9,Real estate and housing services,792624.04,2017,5,802967.706979422,808397.4108333334,-0.2136107427019085,6.196602758010661,-1.054600471367813
113,2017-06-01,2017-06-01,9,Real estate and housing services,800070.68,2017,6,820002.7510679637,811282.9712499998,2.1215104842289945,6.826834546006033,-0.49745199759560244
114,2017-07-01,2017-07-01,9,Real estate and housing services,806709.34,2017,7,805746.7446264807,814838.9395833331,-1.7385315382071664,3.8578524106490653,-3.5417059441614924
115,2017-08-01,2017-08-01,9,Real estate and housing services,817425.46,2017,8,818345.6628617749,818401.155833333,1.5636325333383327,4.13262703570072,-3.3441057352022936
116,2017-09-01,2017-09-01,9,Real estate and housing services,849026.01,2017,9,823452.1072490298,821901.7191666665,0.6239960225850716,3.0829567980442896,-4.472539773754521
117,2017-10-01,2017-10-01,9,Real estate and housing services,816076.53,2017,10,820433.564557547,825688.2245833331,-0.36657173682718147,5.108902315938346,-2.5266084181944164
118,2017-11-01,2017-11-01,9,Real estate and housing services,818029.61,2017,11,827909.8020315053,829721.0249999999,0.911254463119171,3.340704932806182,-4.3756967913957325
119,2017-12-01,2017-12-01,9,Real estate and housing services,876763.36,2017,12,837654.623463797,833210.5499999999,1.1770390214465687,5.343485315095076,-2.454291197772915
120,2018-01-01,2018-01-01,9,Real estate and housing services,836006.39,2018,1,834409.290338797,836314.4291666666,-0.387430933238353,5.413859881027938,-2.4653484268722448
121,2018-02-01,2018-02-01,9,Real estate and housing services,835713.95,2018,2,841693.6296877553,840184.5612499998,0.8729935576341052,5.336244110197308,-2.6240072694382963
122,2018-03-01,2018-03-01,9,Real estate and housing services,839289.3,2018,3,846205.1631252554,845138.5175,0.5360066036348421,5.140710741818699,-2.899730233842467
123,2018-04-01,2018-04-01,9,Real estate and housing services,845275.07,2018,4,854188.6940106719,850954.2958333333,0.94345097776658,6.151722888547484,-1.9675692080466192
124,2018-05-01,2018-05-01,9,Real estate and housing services,839909.16,2018,5,850252.826979422,857658.2570833333,-0.460772550473576,5.888794728479874,-2.3075026401100933
125,2018-06-01,2018-06-01,9,Real estate and housing services,836534.16,2018,6,856466.2310679636,870747.6799999999,0.730771353106241,4.446750934982879,-3.824183300960258
126,2018-07-01,2018-07-01,9,Real estate and housing services,844738.96,2018,7,843776.3646264807,889382.2045833333,-1.481654031550006,4.719798156631638,-3.6228641815120284
127,2018-08-01,2018-08-01,9,Real estate and housing services,872279.01,2018,8,873199.212861775,907023.9816666666,3.4870434239194337,6.7029804750447175,-1.7079313320496956
128,2018-09-01,2018-09-01,9,Real estate and housing services,913067.41,2018,9,887493.5072490298,923503.3650000001,1.6370026652231529,7.77718575691646,-0.6978990635828373
129,2018-10-01,2018-10-01,9,Real estate and housing services,891613.81,2018,10,895970.844557547,939616.8625,0.9551999241993903,9.206995333100076,0.6724249555203308
130,2018-11-01,2018-11-01,9,Real estate and housing services,903387.4,2018,11,913267.5920315053,955823.7545833332,1.9305033840135488,10.310034956773206,1.7212828642396651
131,2018-12-01,2018-12-01,9,Real estate and housing services,1105551.72,2018,12,1066442.983463797,967084.6687499998,16.772235516598457,27.31297047629655,18.67595170827392
132,2019-01-01,2019-01-01,9,Real estate and housing services,1054446.62,2019,1,1052849.520338797,978355.0566666666,-1.2746544668378434,26.17902659153115,17.500254103318625
133,2019-02-01,2019-02-01,9,Real estate and housing services,1040676.37,2019,2,1046656.0496877553,993706.1583333333,-0.5882579163875912,24.351190596040915,15.637631154206494
134,2019-03-01,2019-03-01,9,Real estate and housing services,1029832.08,2019,3,1036747.9431252553,1008504.77875,-0.9466439873400456,22.51732656608665,13.776265715642293
135,2019-04-01,2019-04-01,9,Real estate and housing services,1041456.23,2019,4,1050369.8540106718,1022303.9241666666,1.3139076837088925,22.96695816457961,14.205879568247017
136,2019-05-01,2019-05-01,9,Real estate and housing services,1032693.41,2019,5,1043037.076979422,1034781.8641666666,-0.6981138123158037,22.67375583858726,13.9002349784513
137,2019-06-01,2019-06-01,9,Real estate and housing services,914011.85,2019,6,933943.9210679636,1041310.02625,-10.459182930235444,9.046204881118292,0.26779944535872247
138,2019-07-01,2019-07-01,9,Real estate and housing services,1037750.58,2019,7,1036787.9846264807,1043868.9716666668,11.011802875799548,22.874736493175128,14.098879121167078
139,2019-08-01,2019-08-01,9,Real estate and housing services,1047693.83,2019,8,1048614.0328617748,1048685.0629166667,1.140642871122255,20.088751503234302,11.322747719194526
140,2019-09-01,2019-09-01,9,Real estate and housing services,1092819.48,2019,9,1067245.57724903,1054528.6979166667,1.7767780902576469,20.25390253920605,11.504821964545382
141,2019-10-01,2019-10-01,9,Real estate and housing services,1043041.23,2019,10,1047398.2645575469,1060154.7583333333,-1.8596762651986842,16.90093164524551,8.175520631688329
142,2019-11-01,2019-11-01,9,Real estate and housing services,1051430.54,2019,11,1061310.7320315053,1064923.9224999999,1.3282881922508594,16.210269727264446,7.514862585074246
143,2019-12-01,2019-12-01,9,Real estate and housing services,1114184.47,2019,12,1075075.733463797,1074683.8008333333,1.2969812720110108,0.8094900649972869,-7.850054019744239
144,2020-01-01,2020-01-01,9,Real estate and housing services,1107228.56,2020,1,1105631.460338797,1084840.4712500002,2.842192965936663,5.013246335812083,-3.6051086146316855
145,2020-02-01,2020-02-01,9,Real estate and housing services,1103480.62,2020,2,1109460.2996877555,1090560.0770833334,0.34630340093482204,6.000466917354208,-2.571845359770858
146,2020-03-01,2020-03-01,9,Real estate and housing services,1107275.07,2020,3,1114190.9331252554,1096397.91875,0.42639051066821754,7.469799242287367,-1.0520615431300886
147,2020-04-01,2020-04-01,9,Real estate and housing services,1099038.69,2020,4,1107952.3140106718,1102925.1170833332,-0.5599237015046055,5.482112779620474,-2.9853125718467
148,2020-05-01,2020-05-01,9,Real estate and housing services,1089570.89,2020,5,1099914.5569794218,1109771.8358333332,-0.7254605572467487,5.453064062182134,-2.9563586714795003
149,2020-06-01,2020-06-01,9,Real estate and housing services,1091371.45,2020,6,1111303.5210679637,1116292.3920833333,1.0354408000397886,18.99039075035571,10.64214409478669
150,2020-07-01,2020-07-01,9,Real estate and housing services,1104151.07,2020,7,1103188.4746264808,1121338.1758333333,-0.7302277269565671,6.404442468912475,-1.8798255604355418
151,2020-08-01,2020-08-01,9,Real estate and housing services,1118563.88,2020,8,1119484.0828617748,1124781.3758333335,1.4771372807181882,6.758449513267384,-1.4594903691992913
152,2020-09-01,2020-09-01,9,Real estate and housing services,1162057.63,2020,9,1136483.7272490298,1128479.3054166667,1.5185248854810096,6.487555580082205,-1.662145157483991
153,2020-10-01,2020-10-01,9,Real estate and housing services,1130455.84,2020,10,1134812.874557547,1132824.7820833332,-0.14701949983280116,8.345880736868194,0.26590288108017646
154,2020-11-01,2020-11-01,9,Real estate and housing services,1128337.18,2020,11,1138217.3720315052,1138051.3045833332,0.3000051859021857,7.246382956364639,-0.7628027167148277
155,2020-12-01,2020-12-01,9,Real estate and housing services,1193771.18,2020,12,1154662.443463797,1143986.2704166668,1.4448093867114764,7.4028933518552,-0.5348473252524277
156,2021-01-01,2021-01-01,9,Real estate and housing services,1148740.66,2021,1,1147143.5603387968,1150196.6108333333,-0.651175862483655,3.754605534404698,-4.11144793531146
157,2021-02-01,2021-02-01,9,Real estate and housing services,1144605.32,2021,2,1150584.9996877555,1156014.1308333336,0.30000075561094075,3.706730201303654,-4.087800324536688
158,2021-03-01,2021-03-01,9,Real estate and housing services,1154900.68,2021,3,1161816.5431252553,1161268.5425000002,0.9761593833178539,4.274456790490322,-3.4490898057898374
159,2021-04-01,2021-04-01,9,Real estate and housing services,1155704.52,2021,4,1164618.1440106719,1166409.2854166667,0.24113969645158662,5.114464700640009,-2.5389801895264084
160,2021-05-01,2021-05-01,9,Real estate and housing services,1158341.6,2021,5,1168685.266979422,1171911.4991666665,0.349223733948012,6.25236838294585,-1.3321736203368086
161,2021-06-01,2021-06-01,9,Real estate and housing services,1165039.92,2021,6,1184971.9910679637,1178253.0945833332,1.3935936858891163,6.629014360469632,-0.888120580046265
162,2021-07-01,2021-07-01,9,Real estate and housing services,1179530.77,2021,7,1178568.1746264808,1184919.9420833332,-0.5404192242308925,6.832894082357255,-0.6186163452784532
163,2021-08-01,2021-08-01,9,Real estate and housing services,1182804.66,2021,8,1183724.8628617749,1191737.4704166665,0.43753839161051467,5.738427279446356,-1.649521058183054
164,2021-09-01,2021-09-01,9,Real estate and housing services,1223922.73,2021,9,1198348.82724903,1198647.675833333,1.2354192132029818,5.443553525376954,-1.8831702448331011
165,2021-10-01,2021-10-01,9,Real estate and housing services,1191968.57,2021,10,1196325.604557547,1205825.870833333,-0.16883420298641205,5.420517459672225,-1.8475816376325254
166,2021-11-01,2021-11-01,9,Real estate and housing services,1198877.58,2021,11,1208757.7720315054,1214961.1329166666,1.0391959702773734,6.197445385506528,-1.0148767746994691
167,2021-12-01,2021-12-01,9,Real estate and housing services,1275429.07,2021,12,1236320.333463797,1225323.5254166669,2.28023861107991,7.072014029922014,-0.08761251425312988
168,2022-01-01,2022-01-01,9,Real estate and housing services,1227087.11,2022,1,1225490.010338797,1234950.0720833335,-0.8760126992861772,6.829698802202344,-0.28053920143188016
169,2022-02-01,2022-02-01,9,Real estate and housing services,1229879.55,2022,2,1235859.2296877555,1244734.4216666669,0.8461284271172209,7.411380299859771,0.34699868287697466
170,2022-03-01,2022-03-01,9,Real estate and housing services,1235471.38,2022,3,1242387.2431252552,1255638.0079166666,0.5282165865402977,6.934890063044463,-0.0873902349216209
171,2022-04-01,2022-04-01,9,Real estate and housing services,1247410.5,2022,4,1256324.1240106719,1266710.8308333333,1.121782355906853,7.874338938614334,0.8901793008260457
172,2022-05-01,2022-05-01,9,Real estate and housing services,1285881.91,2022,5,1296225.5769794218,1277558.7787499998,3.176047662076975,10.91314433437156,3.962899781025321
173,2022-06-01,2022-06-01,9,Real estate and housing services,1286197.03,2022,6,1306129.1010679638,1280599.2983333333,0.7640278254360755,10.224470359911763,3.303703529707544
174,2022-07-01,2022-07-01,9,Real estate and housing services,1289410.78,2022,7,1288448.1846264808,1276916.9629166664,-1.3536882707096964,9.323178104213103,2.4271892723561894
175,2022-08-01,2022-08-01,9,Real estate and housing services,1307749.04,2022,8,1308669.242861775,1274326.5916666663,1.5694118301820659,10.555187604823502,3.678989191484911
176,2022-09-01,2022-09-01,9,Real estate and housing services,1360664.42,2022,9,1335090.5172490298,1272101.2999999998,2.0189421071345137,11.410841892665658,4.549139734669855
177,2022-10-01,2022-10-01,9,Real estate and housing services,1320974.63,2022,10,1325331.6645575468,1269570.3129166665,-0.7309506408292976,10.783524109869047,3.93068907343166
178,2022-11-01,2022-11-01,9,Real estate and housing services,1330222.27,2022,11,1340102.4620315053,1266685.2816666667,1.1144981946001886,10.866088561255305,4.016121440596288
179,2022-12-01,2022-12-01,9,Real estate and housing services,1217056.85,2022,12,1177948.1134637971,1264563.99875,-12.100145560653107,-4.7214478658988535,-11.574946677946219
180,2023-01-01,2023-01-01,9,Real estate and housing services,1197083.28,2023,1,1195486.180338797,1263075.5845833335,1.4888658230818308,-2.448312899074978,-9.312174399655445
181,2023-02-01,2023-02-01,9,Real estate and housing services,1197714.47,2023,2,1203694.1496877554,1261469.592083333,0.6865800277701561,-2.602649171307858,-9.484046434684052
182,2023-03-01,2023-03-01,9,Real estate and housing services,1214229.46,2023,3,1221145.3231252553,1258499.0545833334,1.4498013006067012,-1.709766428908699,-8.616142753263581
183,2023-04-01,2023-04-01,9,Real estate and housing services,1207908.73,2023,4,1216822.3540106718,1254231.2483333333,-0.35400939042371515,-3.1442339795159757,-10.08322970758221
184,2023-05-01,2023-05-01,9,Real estate and housing services,1256142.93,2023,5,1266486.5969794218,1249674.6624999999,4.0814702988530405,-2.294275049663841,-9.273661086140825
185,2023-06-01,2023-06-01,9,Real estate and housing services,1265025.22,2023,6,1284957.2910679637,1252215.8812499999,1.4584200205982834,-1.6209584475752714,-8.64855845643077
186,2023-07-01,2023-07-01,9,Real estate and housing services,1274860.65,2023,7,1273898.0546264807,1261033.5316666667,-0.8606695738728742,-1.129275524899609,-8.21289437334286
187,2023-08-01,2023-08-01,9,Real estate and housing services,1283755.35,2023,8,1284675.552861775,1269362.83,0.8460251741615465,-1.8334418823453769,-8.98079890812295
188,2023-09-01,2023-09-01,9,Real estate and housing services,1313365.21,2023,9,1287791.3072490299,1278670.5579166664,0.24253239507159297,-3.5427717738165443,-10.761437414113786
189,2023-10-01,2023-10-01,9,Real estate and housing services,1265846.49,2023,10,1270203.524557547,1288569.6304166669,-1.365732366143535,-4.159573144915695,-11.456899640068855
190,2023-11-01,2023-11-01,9,Real estate and housing services,1275992.35,2023,11,1285872.5420315054,1296758.1849999998,1.233583214895928,-4.046699527571274,-11.429737885284988
191,2023-12-01,2023-12-01,9,Real estate and housing services,1332276.02,2023,12,1293167.283463797,1302754.0075,0.5672989502339743,9.781345093477324,2.3059335001334267
192,2024-01-01,2024-01-01,9,Real estate and housing services,1293487.72,2024,1,1291890.6203387969,1309166.6287500001,-0.09872374141577378,8.064036338143143,0.490067963156398
193,2024-02-01,2024-02-01,9,Real estate and housing services,1301213.19,2024,2,1307192.8696877554,1316423.0991666666,1.1844849020535175,8.598423447255943,0.9201747789738874
194,2024-03-01,2024-03-01,9,Real estate and housing services,1334116.21,2024,3,1341032.0731252553,1324985.0408333333,2.588692473940979,9.817566159380275,2.029769939122043
195,2024-04-01,2024-04-01,9,Real estate and housing services,1325599.72,2024,4,1334513.3440106718,1334456.2424999997,-0.48609792750083924,9.671994405106709,1.769832527048992
196,2024-05-01,2024-05-01,9,Real estate and housing services,1334977.25,2024,5,1345320.9169794219,1343335.5325,0.8098512478166509,6.224647002820283,-1.7962651478077545
197,2024-06-01,2024-06-01,9,Real estate and housing services,1330090.64,2024,6,1350022.7110679636,1361462.9754166666,0.3494923797883409,5.063625106630765,-3.0800020964011328
198,2024-07-01,2024-07-01,9,Real estate and housing services,1363698.14,2024,7,1362735.5446264807,1388431.7075,0.9416755328849558,6.973673417379378,-1.2961999228820416
199,2024-08-01,2024-08-01,9,Real estate and housing services,1369073.15,2024,8,1369993.3528617749,1415738.65125,0.5325911005927164,6.641194331903,-1.7579987699574477
200,2024-09-01,2024-09-01,9,Real estate and housing services,1433534.01,2024,9,1407960.10724903,1442661.0929166668,2.7713093868628302,9.331387727465223,0.8002687016350087
201,2024-10-01,2024-10-01,9,Real estate and housing services,1372986.53,2024,10,1377343.564557547,,-2.1745319724508105,8.434871886953733,-0.23029819841289623
202,2024-11-01,2024-11-01,9,Real estate and housing services,1381955.27,2024,11,1391835.4620315053,,1.0521628624019952,8.240546130069216,-0.560325298509202
203,2024-12-01,2024-12-01,9,Real estate and housing services,1661371.73,2024,12,1622262.993463797,,16.5556588920333,25.44881193703763,16.5110655104556
204,2025-01-01,2025-01-01,9,Real estate and housing services,1611641.58,2025,1,1610044.480338797,,-0.7531770849874109,24.626996666061764,15.551682539065524
205,2025-02-01,2025-02-01,9,Real estate and housing services,1638425.98,2025,2,1644405.6596877554,,2.1341757801453864,25.79671277433979,16.583491796703115
206,2025-03-01,2025-03-01,9,Real estate and housing services,1643042.02,2025,3,1649957.8831252554,,0.33764317246112174,23.03642218489623,13.685188761026833
0,2008-01-01,2008-01-01,10,Business services,408415.83,2008,1,405831.12420598447,,,,
1,2008-02-01,2008-02-01,10,Business services,443293.58,2008,2,452260.45037785947,,11.440553324419067,,
2,2008-03-01,2008-03-01,10,Business services,448087.79,2008,3,457059.8877476511,,1.0612109384717794,,
3,2008-04-01,2008-04-01,10,Business services,451569.66,2008,4,457698.2292320261,,0.1396625478382374,,
4,2008-05-01,2008-05-01,10,Business services,456300.36,2008,5,460664.9372007761,,0.648179909659663,,
5,2008-06-01,2008-06-01,10,Business services,456596.96,2008,6,473722.6528518179,,2.8345364703436626,,
6,2008-07-01,2008-07-01,10,Business services,461174.49,2008,7,454730.2574198325,443509.51916666667,-4.009180333186702,,
7,2008-08-01,2008-08-01,10,Business services,422218.87,2008,8,422263.22641493054,443687.40874999994,-7.139844000951667,,
8,2008-09-01,2008-09-01,10,Business services,437880.29,2008,9,416479.47232179326,441941.98874999996,-1.3697034767251925,,
9,2008-10-01,2008-10-01,10,Business services,445329.66,2008,10,450795.0735289011,440109.605,8.239445996174766,,
10,2008-11-01,2008-11-01,10,Business services,428733.14,2008,11,436107.36803410953,438006.70541666663,-3.2581779077161754,,
11,2008-12-01,2008-12-01,10,Business services,450441.58,2008,12,422429.53066431783,435584.25,-3.136346315690297,,
12,2009-01-01,2009-01-01,10,Business services,432559.87,2009,1,429975.16420598445,433146.47124999994,1.7862466977155433,5.94928248720159,1.9213909209570268
13,2009-02-01,2009-02-01,10,Business services,423418.89,2009,2,432385.76037785946,432465.94999999995,0.560636141933113,-4.394523107955795,-8.65130177894082
14,2009-03-01,2009-03-01,10,Business services,426072.4,2009,3,435044.4977476511,433416.3495833333,0.6148993823173576,-4.816740779526674,-9.302421380799387
15,2009-04-01,2009-04-01,10,Business services,429607.84,2009,4,435736.40923202614,433498.05541666667,0.15904384217182432,-4.798318760561903,-9.512864189345013
16,2009-05-01,2009-05-01,10,Business services,427792.59,2009,5,432157.16720077617,433528.7491666667,-0.821423676198707,-6.188395881229214,-11.131645328478147
17,2009-06-01,2009-06-01,10,Business services,426965.8,2009,6,444091.49285181786,434393.7808333333,2.7615706869665635,-6.254959483491018,-11.426555032164075
18,2009-07-01,2009-07-01,10,Business services,432298.96,2009,7,425854.72741983255,435946.3495833333,-4.106533389071354,-6.350034889659972,-11.749335622393247
19,2009-08-01,2009-08-01,10,Business services,434761.89,2009,8,434806.24641493056,438245.89416666667,2.1020123574378102,2.970426789586167,-2.6555670416583297
20,2009-09-01,2009-09-01,10,Business services,448146.86,2009,9,426746.04232179327,440724.5241666666,-1.8537461592595283,2.465084279608276,-3.386128737959468
21,2009-10-01,2009-10-01,10,Business services,437024.03,2009,10,442489.44352890115,443443.35291666654,3.6891733363133117,-1.842440276683166,-7.916916251260778
22,2009-11-01,2009-11-01,10,Business services,437775.42,2009,11,445149.6480341095,446348.62374999997,0.6011905016293673,2.0734068403294614,-4.22186741728267
23,2009-12-01,2009-12-01,10,Business services,462160.06,2009,12,434148.0106643178,449147.8045833332,-2.4714469433768205,2.7740674241148344,-3.7389709105777467
24,2010-01-01,2010-01-01,10,Business services,458103.04,2010,1,455518.3342059844,452147.2479166666,4.9223589689991964,5.940615209059663,-0.7865508886430979
25,2010-02-01,2010-02-01,10,Business services,453064.79,2010,2,462031.6603778594,455404.33833333326,1.4298713537465924,6.8563543753366485,-0.08067221310563788
26,2010-03-01,2010-03-01,10,Business services,455913.62,2010,3,464885.7177476511,459097.80624999997,0.6177190038140656,6.85934890672022,-0.2826338729250546
27,2010-04-01,2010-04-01,10,Business services,465018.51,2010,4,471147.0792320261,462874.38749999995,1.3468603670405255,8.126626384609526,0.7852293630344684
28,2010-05-01,2010-05-01,10,Business services,462108.42,2010,5,466472.9972007761,466389.7479166666,-0.9920643122459327,7.940590276976045,0.4059607932979903
29,2010-06-01,2010-06-01,10,Business services,459830.31,2010,6,476956.0028518179,472721.345,2.247290993036777,7.400391705086329,-0.3206546891828914
30,2010-07-01,2010-07-01,10,Business services,471421.09,2010,7,464976.85741983255,481251.0933333333,-2.5115829049974336,9.18673140886166,1.2867142947846206
31,2010-08-01,2010-08-01,10,Business services,473809.93,2010,8,473854.28641493054,489322.8775,1.909219535002027,8.980560956048667,0.9096524264060886
32,2010-09-01,2010-09-01,10,Business services,497742.05,2010,9,476341.2323217933,497443.51625,0.5248334726859483,11.621710591659596,3.3886131358016467
33,2010-10-01,2010-10-01,10,Business services,478066.79,2010,10,483532.2035289011,505484.8258333334,1.509626024196442,9.27542127845571,0.8894535519174056
34,2010-11-01,2010-11-01,10,Business services,481101.31,2010,11,488475.5380341095,513596.39625000005,1.0223382163858208,9.732882007508659,1.2039526853035678
35,2010-12-01,2010-12-01,10,Business services,570792.5,2010,12,542780.4506643178,521947.7454166668,11.117222542762484,25.02198267217084,16.360583585723553
36,2011-01-01,2011-01-01,10,Business services,554184.56,2011,1,551599.8542059845,530861.9570833334,1.624856519956186,21.092788760628057,12.309985608015817
37,2011-02-01,2011-02-01,10,Business services,550706.09,2011,2,559672.9603778594,540168.1866666666,1.463580185947655,21.133032294831654,12.240338401713473
38,2011-03-01,2011-03-01,10,Business services,553167.65,2011,3,562139.7477476512,549752.46875,0.4407551453131431,20.919986630518817,11.929267965678624
39,2011-04-01,2011-04-01,10,Business services,560755.91,2011,4,566884.4792320261,559328.5704166667,0.8440483889256889,20.320066539742278,11.24344726803335
40,2011-05-01,2011-05-01,10,Business services,561048.71,2011,5,565413.2872007762,568583.34375,-0.25952236922115457,21.210293113154165,12.0600635486784
41,2011-06-01,2011-06-01,10,Business services,561322.4,2011,6,578448.0928518178,575941.8350000001,2.305358919945766,21.279130442463856,12.067660293577426
42,2011-07-01,2011-07-01,10,Business services,583870.08,2011,7,577425.8474198325,578356.2675000001,-0.17672206799845824,24.1837820970235,14.923427410290952
43,2011-08-01,2011-08-01,10,Business services,584710.45,2011,8,584754.8064149305,577739.9608333334,1.2692467834349186,23.40392884045579,14.106938885987287
44,2011-09-01,2011-09-01,10,Business services,616864.3,2011,9,595463.4823217933,577111.7291666666,1.8313104551489934,25.00775534785675,15.686157469405208
45,2011-10-01,2011-10-01,10,Business services,588770.98,2011,10,594236.3935289012,576497.2062499999,-0.20607288764502574,22.894894940204978,13.560385705328992
46,2011-11-01,2011-11-01,10,Business services,592511.68,2011,11,599885.9080341095,575885.2883333333,0.9507183617042392,22.80776852171058,13.471592686608766
47,2011-12-01,2011-12-01,10,Business services,635985.92,2011,12,607973.8706643179,575316.4495833333,1.3482501458841556,12.011011067220423,2.6838569441256546
48,2012-01-01,2012-01-01,10,Business services,546937.52,2012,1,544352.8142059845,578331.86125,-10.464439267565274,-1.3138219571199872,-10.621926447415001
49,2012-02-01,2012-02-01,10,Business services,543161.77,2012,2,552128.6403778595,584852.5558333333,1.428453379673833,-1.3479872236290324,-10.627695260544467
50,2012-03-01,2012-03-01,10,Business services,545634.41,2012,3,554606.5077476512,591087.5979166665,0.44878442967493104,-1.3401009322297042,-10.582664836089617
51,2012-04-01,2012-04-01,10,Business services,553540.6,2012,4,559669.1692320261,597283.2816666666,0.9128384563922953,-1.2728007670583685,-10.46998999526924
52,2012-05-01,2012-05-01,10,Business services,553577.99,2012,5,557942.5672007762,600667.4408333333,-0.3085040459918753,-1.321284831664582,-10.465304322350839
53,2012-06-01,2012-06-01,10,Business services,555140.99,2012,6,572266.6828518178,600460.2525,2.567310058973704,-1.0686196525473757,-10.152029037591564
54,2012-07-01,2012-07-01,10,Business services,662421.37,2012,7,655977.1374198325,605940.0566666664,14.627874918535255,13.603701730879969,4.588068876642145
55,2012-08-01,2012-08-01,10,Business services,662655.83,2012,8,662700.1864149305,617578.49625,1.0248907487144798,13.329583467278328,4.388697959615387
56,2012-09-01,2012-09-01,10,Business services,688559.93,2012,9,667159.1123217933,629275.5875,0.6728421084328806,12.040306774220477,3.1809084177391433
57,2012-10-01,2012-10-01,10,Business services,665771.76,2012,10,671237.1735289012,640841.8508333333,0.6112576642947509,12.9579374199428,4.1865011446778055
58,2012-11-01,2012-11-01,10,Business services,596730.72,2012,11,604104.9480341094,652135.6745833333,-10.001267531393843,0.7033070694769661,-7.973981613155366
59,2012-12-01,2012-12-01,10,Business services,626794.36,2012,12,598782.3106643178,663204.5216666667,-0.8810782608407175,-1.511834709270754,-10.089112009722092
60,2013-01-01,2013-01-01,10,Business services,687644.38,2013,1,685059.6742059845,670310.2212500001,14.40880299986591,25.84846745125049,17.37680512829639
61,2013-02-01,2013-02-01,10,Business services,681777.46,2013,2,690744.3303778594,673843.295,0.8298045244691687,25.105687309597947,16.74506121331174
62,2013-03-01,2013-03-01,10,Business services,687748.91,2013,3,696721.0077476512,674206.2750000001,0.8652517446682939,25.62438377745522,17.379898730575466
63,2013-04-01,2013-04-01,10,Business services,689016.42,2013,4,695144.9892320262,671473.2091666666,-0.22620510908949454,24.20641111710673,16.082726310220675
64,2013-05-01,2013-05-01,10,Business services,689153.94,2013,5,693518.5172007761,672141.3220833334,-0.2339759411985276,24.299266263226848,16.300461150613543
65,2013-06-01,2013-06-01,10,Business services,685217.37,2013,6,702343.0628518178,675536.62,1.2724311510325492,22.730028481088738,14.859478685608623
66,2013-07-01,2013-07-01,10,Business services,702881.78,2013,7,696437.5474198326,675485.9933333333,-0.8408306060582849,6.167960389464744,-1.5717880726035478
67,2013-08-01,2013-08-01,10,Business services,706989.19,2013,8,707033.5464149305,672334.2933333333,1.5214571693261014,6.689806477923921,-0.9175388975070629
68,2013-09-01,2013-09-01,10,Business services,652938.09,2013,9,631537.2723217933,669061.0033333333,-10.677891378131498,-5.3393320037302345,-12.813604674357185
69,2013-10-01,2013-10-01,10,Business services,635800.02,2013,10,641265.4335289012,665966.3808333334,1.5403938347681612,-4.465149008722102,-11.80660441166161
70,2013-11-01,2013-11-01,10,Business services,642737.17,2013,11,650111.3980341095,663035.9687500001,1.379454441591954,7.615638665055657,0.40591890781011664
71,2013-12-01,2013-12-01,10,Business services,662275.06,2013,12,634263.0106643179,660166.1875,-2.4377956482098284,5.925475647508027,-1.1543251705712168
72,2014-01-01,2014-01-01,10,Business services,650948.64,2014,1,648363.9342059845,656737.45125,2.2231981535384637,-5.356575694304588,-12.309012496369746
73,2014-02-01,2014-02-01,10,Business services,642832.4,2014,2,651799.2703778595,652356.6129166667,0.5298468947200208,-5.638129520179447,-12.466486539177247
74,2014-03-01,2014-03-01,10,Business services,648135.01,2014,3,657107.1077476512,651080.1933333334,0.8143361938276916,-5.68576224334949,-12.393958045072901
75,2014-04-01,2014-04-01,10,Business services,654359.38,2014,4,660487.9492320261,652779.5004166667,0.5145038677124347,-4.985584379783569,-11.57807567084604
76,2014-05-01,2014-05-01,10,Business services,653481.09,2014,5,657845.6672007762,654230.6066666667,-0.40004999853854306,-5.143748741415733,-11.62543473685886
77,2014-06-01,2014-06-01,10,Business services,652015.47,2014,6,669141.1628518178,656292.8504166666,1.7170434061085427,-4.727305181201036,-11.10343826749094
78,2014-07-01,2014-07-01,10,Business services,653794.01,2014,7,647349.7774198325,658407.6962499999,-3.2566200738738615,-7.048409463542105,-13.324505496140898
79,2014-08-01,2014-08-01,10,Business services,650936.84,2014,8,650981.1964149305,660163.8137500001,0.5609670570324132,-7.92782043853758,-14.109573067225375
