Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage
2020-05-01,10,Business services,1211948.72
2020-05-01,11,Personal services,1171824.83
2020-05-01,12,Public administration,946226.05
2020-06-01,1,"Agriculture, forestry and fishing",970027.29
2020-06-01,2,Mining,2581042.75
2020-06-01,3,Manufacturing,1270185.74
2020-06-01,4,"Electricity, gas, water and waste management",1532848.11
2020-06-01,5,Construction,1122586.93
2020-06-01,6,"Wholesale and retail trade, accommodation and food services",1095627.12
2020-06-01,7,"Transport, communications and information services",1333152.52
2020-06-01,8,Financial intermediation,2015219.28
2020-06-01,9,Real estate and housing services,1380958.43
2020-06-01,10,Business services,1199424.16
2020-06-01,11,Personal services,1198871.15
2020-06-01,12,Public administration,982158.33
2020-07-01,1,"Agriculture, forestry and fishing",961362.76
2020-07-01,2,Mining,2605755.95
2020-07-01,3,Manufacturing,1275694.0
2020-07-01,4,"Electricity, gas, water and waste management",1573285.45
2020-07-01,5,Construction,1135362.13
2020-07-01,6,"Wholesale and retail trade, accommodation and food services",1097993.72
2020-07-01,7,"Transport, communications and information services",1337269.57
2020-07-01,8,Financial intermediation,2021116.89
2020-07-01,9,Real estate and housing services,1395716.18
2020-07-01,10,Business services,1209678.84
2020-07-01,11,Personal services,1192102.98
2020-07-01,12,Public administration,958373.8
2020-08-01,1,"Agriculture, forestry and fishing",963395.02
2020-08-01,2,Mining,2648761.13
2020-08-01,3,Manufacturing,1284645.89
2020-08-01,4,"Electricity, gas, water and waste management",1559623.06
2020-08-01,5,Construction,1133720.08
2020-08-01,6,"Wholesale and retail trade, accommodation and food services",1099813.55
2020-08-01,7,"Transport, communications and information services",1340842.78
2020-08-01,8,Financial intermediation,2004194.66
2020-08-01,9,Real estate and housing services,1411971.57
2020-08-01,10,Business services,1203542.35
2020-08-01,11,Personal services,1181753.0
2020-08-01,12,Public administration,949781.79
2020-09-01,1,"Agriculture, forestry and fishing",1005578.7
2020-09-01,2,Mining,2764593.53
2020-09-01,3,Manufacturing,1357838.31
2020-09-01,4,"Electricity, gas, water and waste management",1620763.47
2020-09-01,5,Construction,1161702.24
2020-09-01,6,"Wholesale and retail trade, accommodation and food services",1149028.59
2020-09-01,7,"Transport, communications and information services",1389290.87
2020-09-01,8,Financial intermediation,2109567.19
2020-09-01,9,Real estate and housing services,1457673.89
2020-09-01,10,Business services,1236715.4
2020-09-01,11,Personal services,1227079.15
2020-09-01,12,Public administration,973104.32
2020-10-01,1,"Agriculture, forestry and fishing",928196.95
2020-10-01,2,Mining,2583242.99
2020-10-01,3,Manufacturing,1259181.91
2020-10-01,4,"Electricity, gas, water and waste management",1534673.8
2020-10-01,5,Construction,1098091.99
2020-10-01,6,"Wholesale and retail trade, accommodation and food services",1081479.87
2020-10-01,7,"Transport, communications and information services",1297567.1
2020-10-01,8,Financial intermediation,1988072.4
2020-10-01,9,Real estate and housing services,1408316.73
2020-10-01,10,Business services,1188476.13
2020-10-01,11,Personal services,1167553.06
2020-10-01,12,Public administration,937046.0
2020-11-01,1,"Agriculture, forestry and fishing",933753.33
2020-11-01,2,Mining,2671983.04
2020-11-01,3,Manufacturing,1272952.09
2020-11-01,4,"Electricity, gas, water and waste management",1535871.1
2020-11-01,5,Construction,1107195.31
2020-11-01,6,"Wholesale and retail trade, accommodation and food services",1090727.94
2020-11-01,7,"Transport, communications and information services",1301201.09
2020-11-01,8,Financial intermediation,2050973.19
2020-11-01,9,Real estate and housing services,1407606.26
2020-11-01,10,Business services,1193989.5
2020-11-01,11,Personal services,1158192.55
2020-11-01,12,Public administration,906568.48
2020-12-01,1,"Agriculture, forestry and fishing",1001175.68
2020-12-01,2,Mining,2793278.62
2020-12-01,3,Manufacturing,1385615.78
2020-12-01,4,"Electricity, gas, water and waste management",1647380.17
2020-12-01,5,Construction,1159409.52
2020-12-01,6,"Wholesale and retail trade, accommodation and food services",1150750.09
2020-12-01,7,"Transport, communications and information services",1372989.64
2020-12-01,8,Financial intermediation,2175104.79
2020-12-01,9,Real estate and housing services,1484236.21
2020-12-01,10,Business services,1245537.43
2020-12-01,11,Personal services,1245500.79
2020-12-01,12,Public administration,940025.75
2021-01-01,1,"Agriculture, forestry and fishing",930661.0
2021-01-01,2,Mining,2774747.72
2021-01-01,3,Manufacturing,1314578.39
2021-01-01,4,"Electricity, gas, water and waste management",1601793.64
2021-01-01,5,Construction,1100386.55
2021-01-01,6,"Wholesale and retail trade, accommodation and food services",1104922.93
2021-01-01,7,"Transport, communications and information services",1306222.42
2021-01-01,8,Financial intermediation,2053553.45
2021-01-01,9,Real estate and housing services,1418373.46
2021-01-01,10,Business services,1197841.97
2021-01-01,11,Personal services,1182313.0
2021-01-01,12,Public administration,935399.78
2021-02-01,1,"Agriculture, forestry and fishing",918899.13
2021-02-01,2,Mining,2585388.92
2021-02-01,3,Manufacturing,1272520.91
2021-02-01,4,"Electricity, gas, water and waste management",1558080.28
2021-02-01,5,Construction,1096764.25
2021-02-01,6,"Wholesale and retail trade, accommodation and food services",1080690.29
2021-02-01,7,"Transport, communications and information services",1301574.63
2021-02-01,8,Financial intermediation,2093245.19
2021-02-01,9,Real estate and housing services,1410654.82
2021-02-01,10,Business services,1186104.04
2021-02-01,11,Personal services,1156104.74
2021-02-01,12,Public administration,911556.8
2021-03-01,1,"Agriculture, forestry and fishing",935175.06
2021-03-01,2,Mining,2672456.1
2021-03-01,3,Manufacturing,1276955.39
2021-03-01,4,"Electricity, gas, water and waste management",1637862.19
2021-03-01,5,Construction,1104646.68
2021-03-01,6,"Wholesale and retail trade, accommodation and food services",1104581.22
2021-03-01,7,"Transport, communications and information services",1314332.93
2021-03-01,8,Financial intermediation,2280248.82
2021-03-01,9,Real estate and housing services,1417925.95
2021-03-01,10,Business services,1192818.92
2021-03-01,11,Personal services,1188587.78
2021-03-01,12,Public administration,927005.43
2021-04-01,1,"Agriculture, forestry and fishing",935721.84
2021-04-01,2,Mining,2658014.83
2021-04-01,3,Manufacturing,1268104.28
2021-04-01,4,"Electricity, gas, water and waste management",1540582.22
2021-04-01,5,Construction,1107071.21
2021-04-01,6,"Wholesale and retail trade, accommodation and food services",1091707.57
2021-04-01,7,"Transport, communications and information services",1291394.02
2021-04-01,8,Financial intermediation,2054792.53
2021-04-01,9,Real estate and housing services,1413705.83
2021-04-01,10,Business services,1201341.92
2021-04-01,11,Personal services,1173482.73
2021-04-01,12,Public administration,921486.37
2021-05-01,1,"Agriculture, forestry and fishing",939755.41
2021-05-01,2,Mining,2593356.34
2021-05-01,3,Manufacturing,1253322.75
2021-05-01,4,"Electricity, gas, water and waste management",1540829.08
2021-05-01,5,Construction,1115616.32
2021-05-01,6,"Wholesale and retail trade, accommodation and food services",1076440.39
2021-05-01,7,"Transport, communications and information services",1300423.54
2021-05-01,8,Financial intermediation,2025409.56
2021-05-01,9,Real estate and housing services,1413128.7
2021-05-01,10,Business services,1206011.35
2021-05-01,11,Personal services,1169255.07
2021-05-01,12,Public administration,916300.77
2021-06-01,1,"Agriculture, forestry and fishing",944480.94
2021-06-01,2,Mining,2603872.85
2021-06-01,3,Manufacturing,1274088.61
2021-06-01,4,"Electricity, gas, water and waste management",1556535.42
2021-06-01,5,Construction,1112444.53
2021-06-01,6,"Wholesale and retail trade, accommodation and food services",1094247.66
2021-06-01,7,"Transport, communications and information services",1295601.94
2021-06-01,8,Financial intermediation,2019674.26
2021-06-01,9,Real estate and housing services,1420087.66
2021-06-01,10,Business services,1199726.71
2021-06-01,11,Personal services,1188768.92
2021-06-01,12,Public administration,929995.97
2021-07-01,1,"Agriculture, forestry and fishing",956559.5
2021-07-01,2,Mining,2602312.7
2021-07-01,3,Manufacturing,1286098.51
2021-07-01,4,"Electricity, gas, water and waste management",1558228.39
2021-07-01,5,Construction,1126132.86
2021-07-01,6,"Wholesale and retail trade, accommodation and food services",1112326.88
2021-07-01,7,"Transport, communications and information services",1320589.03
2021-07-01,8,Financial intermediation,2021857.04
2021-07-01,9,Real estate and housing services,1426276.62
2021-07-01,10,Business services,1218022.87
2021-07-01,11,Personal services,1179510.13
2021-07-01,12,Public administration,926087.99
2021-08-01,1,"Agriculture, forestry and fishing",948321.93
2021-08-01,2,Mining,2677349.74
2021-08-01,3,Manufacturing,1267343.64
2021-08-01,4,"Electricity, gas, water and waste management",1528780.81
2021-08-01,5,Construction,1115071.35
2021-08-01,6,"Wholesale and retail trade, accommodation and food services",1098510.47
2021-08-01,7,"Transport, communications and information services",1298668.46
2021-08-01,8,Financial intermediation,2017299.78
2021-08-01,9,Real estate and housing services,1425065.86
2021-08-01,10,Business services,1199837.22
2021-08-01,11,Personal services,1163232.65
2021-08-01,12,Public administration,915881.33
2021-09-01,1,"Agriculture, forestry and fishing",979271.92
2021-09-01,2,Mining,2736884.87
2021-09-01,3,Manufacturing,1338410.56
2021-09-01,4,"Electricity, gas, water and waste management",1608586.97
2021-09-01,5,Construction,1156917.04
2021-09-01,6,"Wholesale and retail trade, accommodation and food services",1128832.45
2021-09-01,7,"Transport, communications and information services",1341465.68
2021-09-01,8,Financial intermediation,2115515.62
2021-09-01,9,Real estate and housing services,1457397.87
2021-09-01,10,Business services,1235574.86
2021-09-01,11,Personal services,1199110.36
2021-09-01,12,Public administration,932854.9
2021-10-01,1,"Agriculture, forestry and fishing",936973.18
2021-10-01,2,Mining,2608001.02
2021-10-01,3,Manufacturing,1249975.4
2021-10-01,4,"Electricity, gas, water and waste management",1521299.29
2021-10-01,5,Construction,1108308.96
2021-10-01,6,"Wholesale and retail trade, accommodation and food services",1075698.74
2021-10-01,7,"Transport, communications and information services",1276686.24
2021-10-01,8,Financial intermediation,2048721.04
2021-10-01,9,Real estate and housing services,1400668.11
2021-10-01,10,Business services,1188530.59
2021-10-01,11,Personal services,1140852.54
2021-10-01,12,Public administration,901571.88
2021-11-01,1,"Agriculture, forestry and fishing",942850.67
2021-11-01,2,Mining,2584613.02
2021-11-01,3,Manufacturing,1280575.43
2021-11-01,4,"Electricity, gas, water and waste management",1543783.95
2021-11-01,5,Construction,1128545.14
2021-11-01,6,"Wholesale and retail trade, accommodation and food services",1087260.87
2021-11-01,7,"Transport, communications and information services",1291352.0
2021-11-01,8,Financial intermediation,2016264.8
2021-11-01,9,Real estate and housing services,1401704.18
2021-11-01,10,Business services,1201090.5
2021-11-01,11,Personal services,1144957.53
2021-11-01,12,Public administration,897156.01
2021-12-01,1,"Agriculture, forestry and fishing",1019751.76
2021-12-01,2,Mining,2807516.47
2021-12-01,3,Manufacturing,1392128.34
2021-12-01,4,"Electricity, gas, water and waste management",1665766.8
2021-12-01,5,Construction,1181730.47
2021-12-01,6,"Wholesale and retail trade, accommodation and food services",1159705.35
2021-12-01,7,"Transport, communications and information services",1388279.46
2021-12-01,8,Financial intermediation,2289980.32
2021-12-01,9,Real estate and housing services,1479616.09
2021-12-01,10,Business services,1261051.56
2021-12-01,11,Personal services,1240016.46
2021-12-01,12,Public administration,951698.2
2022-01-01,1,"Agriculture, forestry and fishing",943792.6
2022-01-01,2,Mining,2804915.07
2022-01-01,3,Manufacturing,1320170.73
2022-01-01,4,"Electricity, gas, water and waste management",1596218.15
2022-01-01,5,Construction,1121253.57
2022-01-01,6,"Wholesale and retail trade, accommodation and food services",1103433.33
2022-01-01,7,"Transport, communications and information services",1322867.82
2022-01-01,8,Financial intermediation,2072613.38
2022-01-01,9,Real estate and housing services,1406726.02
2022-01-01,10,Business services,1206103.82
2022-01-01,11,Personal services,1178400.72
2022-01-01,12,Public administration,930844.62
2022-02-01,1,"Agriculture, forestry and fishing",944696.41
2022-02-01,2,Mining,2538790.34
2022-02-01,3,Manufacturing,1282016.31
2022-02-01,4,"Electricity, gas, water and waste management",1581356.63
2022-02-01,5,Construction,1112664.52
2022-02-01,6,"Wholesale and retail trade, accommodation and food services",1083897.72
2022-02-01,7,"Transport, communications and information services",1307790.26
2022-02-01,8,Financial intermediation,2127990.79
2022-02-01,9,Real estate and housing services,1405897.98
2022-02-01,10,Business services,1197191.07
2022-02-01,11,Personal services,1153054.39
2022-02-01,12,Public administration,914487.55
2022-03-01,1,"Agriculture, forestry and fishing",946226.4
2022-03-01,2,Mining,2625926.72
2022-03-01,3,Manufacturing,1282550.45
2022-03-01,4,"Electricity, gas, water and waste management",1582873.42
2022-03-01,5,Construction,1124056.95
2022-03-01,6,"Wholesale and retail trade, accommodation and food services",1098001.89
2022-03-01,7,"Transport, communications and information services",1315681.54
2022-03-01,8,Financial intermediation,2091625.91
2022-03-01,9,Real estate and housing services,1386456.49
2022-03-01,10,Business services,1185469.73
2022-03-01,11,Personal services,1167613.03
2022-03-01,12,Public administration,910199.3
2022-04-01,1,"Agriculture, forestry and fishing",933376.36
2022-04-01,2,Mining,2623527.8
2022-04-01,3,Manufacturing,1259635.61
2022-04-01,4,"Electricity, gas, water and waste management",1533560.4
2022-04-01,5,Construction,1118675.55
2022-04-01,6,"Wholesale and retail trade, accommodation and food services",1074668.17
2022-04-01,7,"Transport, communications and information services",1291657.35
2022-04-01,8,Financial intermediation,2033748.63
2022-04-01,9,Real estate and housing services,1380642.5
2022-04-01,10,Business services,1188603.33
2022-04-01,11,Personal services,1135437.78
2022-04-01,12,Public administration,891590.91
2022-05-01,1,"Agriculture, forestry and fishing",963287.06
2022-05-01,2,Mining,2592969.3
2022-05-01,3,Manufacturing,1263293.29
2022-05-01,4,"Electricity, gas, water and waste management",1567061.32
2022-05-01,5,Construction,1141954.67
2022-05-01,6,"Wholesale and retail trade, accommodation and food services",1098382.72
2022-05-01,7,"Transport, communications and information services",1309349.34
2022-05-01,8,Financial intermediation,2010244.54
2022-05-01,9,Real estate and housing services,1406411.36
2022-05-01,10,Business services,1212641.2
2022-05-01,11,Personal services,1147354.39
2022-05-01,12,Public administration,903465.5
2022-06-01,1,"Agriculture, forestry and fishing",951927.67
2022-06-01,2,Mining,2534476.73
2022-06-01,3,Manufacturing,1258998.04
2022-06-01,4,"Electricity, gas, water and waste management",1527628.62
2022-06-01,5,Construction,1124897.5
2022-06-01,6,"Wholesale and retail trade, accommodation and food services",1087768.12
2022-06-01,7,"Transport, communications and information services",1306520.3
2022-06-01,8,Financial intermediation,2027286.69
2022-06-01,9,Real estate and housing services,1393647.23
2022-06-01,10,Business services,1205375.92
2022-06-01,11,Personal services,1151881.39
2022-06-01,12,Public administration,911707.55
2022-07-01,1,"Agriculture, forestry and fishing",949050.7
2022-07-01,2,Mining,2574511.05
2022-07-01,3,Manufacturing,1274727.57
2022-07-01,4,"Electricity, gas, water and waste management",1557116.75
2022-07-01,5,Construction,1126766.52
2022-07-01,6,"Wholesale and retail trade, accommodation and food services",1089649.74
2022-07-01,7,"Transport, communications and information services",1326226.84
2022-07-01,8,Financial intermediation,2021266.97
2022-07-01,9,Real estate and housing services,1378164.57
2022-07-01,10,Business services,1210838.16
2022-07-01,11,Personal services,1141050.61
2022-07-01,12,Public administration,884562.98
2022-08-01,1,"Agriculture, forestry and fishing",948553.09
2022-08-01,2,Mining,2567507.22
2022-08-01,3,Manufacturing,1268021.43
2022-08-01,4,"Electricity, gas, water and waste management",1558400.78
2022-08-01,5,Construction,1124610.45
2022-08-01,6,"Wholesale and retail trade, accommodation and food services",1092161.57
2022-08-01,7,"Transport, communications and information services",1316147.45
2022-08-01,8,Financial intermediation,2062098.31
2022-08-01,9,Real estate and housing services,1381084.63
2022-08-01,10,Business services,1201665.14
2022-08-01,11,Personal services,1127230.71
2022-08-01,12,Public administration,868558.11
2022-09-01,1,"Agriculture, forestry and fishing",988086.38
2022-09-01,2,Mining,2765673.26
2022-09-01,3,Manufacturing,1335098.95
2022-09-01,4,"Electricity, gas, water and waste management",1623771.54
2022-09-01,5,Construction,1158076.59
2022-09-01,6,"Wholesale and retail trade, accommodation and food services",1130792.16
2022-09-01,7,"Transport, communications and information services",1371029.13
2022-09-01,8,Financial intermediation,2178588.63
2022-09-01,9,Real estate and housing services,1424630.32
2022-09-01,10,Business services,1245812.75
2022-09-01,11,Personal services,1177994.75
2022-09-01,12,Public administration,894462.62
2022-10-01,1,"Agriculture, forestry and fishing",949190.71
2022-10-01,2,Mining,2655977.89
2022-10-01,3,Manufacturing,1265484.64
2022-10-01,4,"Electricity, gas, water and waste management",1543461.03
2022-10-01,5,Construction,1116397.17
2022-10-01,6,"Wholesale and retail trade, accommodation and food services",1088721.24
2022-10-01,7,"Transport, communications and information services",1321321.21
2022-10-01,8,Financial intermediation,2043494.97
2022-10-01,9,Real estate and housing services,1376015.24
2022-10-01,10,Business services,1202951.28
2022-10-01,11,Personal services,1122952.52
2022-10-01,12,Public administration,867039.02
2022-11-01,1,"Agriculture, forestry and fishing",954279.25
2022-11-01,2,Mining,2687355.03
2022-11-01,3,Manufacturing,1273399.51
2022-11-01,4,"Electricity, gas, water and waste management",1571596.53
2022-11-01,5,Construction,1125615.44
2022-11-01,6,"Wholesale and retail trade, accommodation and food services",1086088.58
2022-11-01,7,"Transport, communications and information services",1322453.07
2022-11-01,8,Financial intermediation,2060508.14
2022-11-01,9,Real estate and housing services,1372211.95
2022-11-01,10,Business services,1207491.79
2022-11-01,11,Personal services,1122907.12
2022-11-01,12,Public administration,864237.9
2022-12-01,1,"Agriculture, forestry and fishing",987970.86
2022-12-01,2,Mining,2348688.33
2022-12-01,3,Manufacturing,1288754.09
2022-12-01,4,"Electricity, gas, water and waste management",1454254.6
2022-12-01,5,Construction,1121973.61
2022-12-01,6,"Wholesale and retail trade, accommodation and food services",1070521.62
2022-12-01,7,"Transport, communications and information services",1300057.86
2022-12-01,8,Financial intermediation,1916955.05
2022-12-01,9,Real estate and housing services,1251987.3
2022-12-01,10,Business services,1164213.14
2022-12-01,11,Personal services,1164600.36
2022-12-01,12,Public administration,884630.87
2023-01-01,1,"Agriculture, forestry and fishing",925183.47
2023-01-01,2,Mining,2207905.27
2023-01-01,3,Manufacturing,1223448.49
2023-01-01,4,"Electricity, gas, water and waste management",1408313.44
2023-01-01,5,Construction,1079176.71
2023-01-01,6,"Wholesale and retail trade, accommodation and food services",1029202.14
2023-01-01,7,"Transport, communications and information services",1250303.96
2023-01-01,8,Financial intermediation,1777013.25
2023-01-01,9,Real estate and housing services,1221513.55
2023-01-01,10,Business services,1122825.82
2023-01-01,11,Personal services,1131752.14
2023-01-01,12,Public administration,962531.19
2023-02-01,1,"Agriculture, forestry and fishing",932132.27
2023-02-01,2,Mining,2201048.8
2023-02-01,3,Manufacturing,1196618.7
2023-02-01,4,"Electricity, gas, water and waste management",1376821.29
2023-02-01,5,Construction,1071761.79
2023-02-01,6,"Wholesale and retail trade, accommodation and food services",1016134.65
2023-02-01,7,"Transport, communications and information services",1242701.92
2023-02-01,8,Financial intermediation,1790344.66
2023-02-01,9,Real estate and housing services,1223031.22
2023-02-01,10,Business services,1120282.19
2023-02-01,11,Personal services,1109040.1
2023-02-01,12,Public administration,917854.69
2023-03-01,1,"Agriculture, forestry and fishing",928747.16
2023-03-01,2,Mining,2230268.05
2023-03-01,3,Manufacturing,1188627.62
2023-03-01,4,"Electricity, gas, water and waste management",1382047.05
2023-03-01,5,Construction,1068611.21
2023-03-01,6,"Wholesale and retail trade, accommodation and food services",1016146.46
2023-03-01,7,"Transport, communications and information services",1231275.58
2023-03-01,8,Financial intermediation,1786140.29
2023-03-01,9,Real estate and housing services,1226494.41
2023-03-01,10,Business services,1111029.32
2023-03-01,11,Personal services,1131085.7
2023-03-01,12,Public administration,921326.31
2023-04-01,1,"Agriculture, forestry and fishing",929670.52
2023-04-01,2,Mining,2216432.75
2023-04-01,3,Manufacturing,1194675.14
2023-04-01,4,"Electricity, gas, water and waste management",1391529.0
2023-04-01,5,Construction,1089259.49
2023-04-01,6,"Wholesale and retail trade, accommodation and food services",1020716.21
2023-04-01,7,"Transport, communications and information services",1235982.98
2023-04-01,8,Financial intermediation,1765782.21
2023-04-01,9,Real estate and housing services,1216423.69
2023-04-01,10,Business services,1122997.1
2023-04-01,11,Personal services,1114397.35
2023-04-01,12,Public administration,918408.57
2023-05-01,1,"Agriculture, forestry and fishing",1013538.0
2023-05-01,2,Mining,2234324.69
2023-05-01,3,Manufacturing,1232469.79
2023-05-01,4,"Electricity, gas, water and waste management",1430167.08
2023-05-01,5,Construction,1140650.34
2023-05-01,6,"Wholesale and retail trade, accommodation and food services",1073027.3
2023-05-01,7,"Transport, communications and information services",1300271.8
2023-05-01,8,Financial intermediation,1769232.45
2023-05-01,9,Real estate and housing services,1263598.16
2023-05-01,10,Business services,1177380.35
2023-05-01,11,Personal services,1160856.32
2023-05-01,12,Public administration,952902.3
2023-06-01,1,"Agriculture, forestry and fishing",1006042.75
2023-06-01,2,Mining,2246095.1
2023-06-01,3,Manufacturing,1235785.11
2023-06-01,4,"Electricity, gas, water and waste management",1423234.23
2023-06-01,5,Construction,1135952.35
2023-06-01,6,"Wholesale and retail trade, accommodation and food services",1077859.24
2023-06-01,7,"Transport, communications and information services",1303627.29
2023-06-01,8,Financial intermediation,1783516.21
2023-06-01,9,Real estate and housing services,1274456.2
2023-06-01,10,Business services,1171765.8
2023-06-01,11,Personal services,1176034.64
2023-06-01,12,Public administration,965314.14
2023-07-01,1,"Agriculture, forestry and fishing",998207.86
2023-07-01,2,Mining,2235887.73
2023-07-01,3,Manufacturing,1240658.4
2023-07-01,4,"Electricity, gas, water and waste management",1419549.72
2023-07-01,5,Construction,1132996.39
2023-07-01,6,"Wholesale and retail trade, accommodation and food services",1076878.54
2023-07-01,7,"Transport, communications and information services",1313067.22
2023-07-01,8,Financial intermediation,1780811.49
2023-07-01,9,Real estate and housing services,1279852.07
2023-07-01,10,Business services,1172777.17
2023-07-01,11,Personal services,1171705.74
2023-07-01,12,Public administration,955199.52
2023-08-01,1,"Agriculture, forestry and fishing",1007218.4
2023-08-01,2,Mining,2247459.03
2023-08-01,3,Manufacturing,1239911.34
2023-08-01,4,"Electricity, gas, water and waste management",1436154.21
2023-08-01,5,Construction,1139043.09
2023-08-01,6,"Wholesale and retail trade, accommodation and food services",1081516.73
2023-08-01,7,"Transport, communications and information services",1310382.33
2023-08-01,8,Financial intermediation,1782063.41
2023-08-01,9,Real estate and housing services,1287359.96
2023-08-01,10,Business services,1173790.4
2023-08-01,11,Personal services,1165486.15
2023-08-01,12,Public administration,950179.98
2023-09-01,1,"Agriculture, forestry and fishing",1009626.16
2023-09-01,2,Mining,2362237.93
2023-09-01,3,Manufacturing,1302656.1
2023-09-01,4,"Electricity, gas, water and waste management",1487356.51
2023-09-01,5,Construction,1154267.55
2023-09-01,6,"Wholesale and retail trade, accommodation and food services",1096371.31
2023-09-01,7,"Transport, communications and information services",1322075.93
2023-09-01,8,Financial intermediation,1868745.95
2023-09-01,9,Real estate and housing services,1308262.98
2023-09-01,10,Business services,1196400.72
2023-09-01,11,Personal services,1181643.3
2023-09-01,12,Public administration,935982.64
2023-10-01,1,"Agriculture, forestry and fishing",966473.25
2023-10-01,2,Mining,2217150.14
2023-10-01,3,Manufacturing,1227308.75
2023-10-01,4,"Electricity, gas, water and waste management",1418464.67
2023-10-01,5,Construction,1124494.96
2023-10-01,6,"Wholesale and retail trade, accommodation and food services",1054963.5
2023-10-01,7,"Transport, communications and information services",1273353.84
2023-10-01,8,Financial intermediation,1821371.07
2023-10-01,9,Real estate and housing services,1255301.95
2023-10-01,10,Business services,1155092.17
2023-10-01,11,Personal services,1138257.63
2023-10-01,12,Public administration,918529.83
2023-11-01,1,"Agriculture, forestry and fishing",966773.13
2023-11-01,2,Mining,2222506.67
2023-11-01,3,Manufacturing,1234282.39
2023-11-01,4,"Electricity, gas, water and waste management",1415324.41
2023-11-01,5,Construction,1116648.34
2023-11-01,6,"Wholesale and retail trade, accommodation and food services",1054636.44
2023-11-01,7,"Transport, communications and information services",1267908.33
2023-11-01,8,Financial intermediation,1782246.96
2023-11-01,9,Real estate and housing services,1256021.6
2023-11-01,10,Business services,1154860.34
2023-11-01,11,Personal services,1129818.4
2023-11-01,12,Public administration,910816.23
2023-12-01,1,"Agriculture, forestry and fishing",1047800.15
2023-12-01,2,Mining,2400283.6
2023-12-01,3,Manufacturing,1357260.37
2023-12-01,4,"Electricity, gas, water and waste management",1527864.17
2023-12-01,5,Construction,1185669.56
2023-12-01,6,"Wholesale and retail trade, accommodation and food services",1125628.76
2023-12-01,7,"Transport, communications and information services",1358586.05
2023-12-01,8,Financial intermediation,1922686.05
2023-12-01,9,Real estate and housing services,1318562.97
2023-12-01,10,Business services,1218277.68
2023-12-01,11,Personal services,1223586.94
2023-12-01,12,Public administration,941602.53
2024-01-01,1,"Agriculture, forestry and fishing",988623.51
2024-01-01,2,Mining,2247811.11
2024-01-01,3,Manufacturing,1292584.33
2024-01-01,4,"Electricity, gas, water and waste management",1481185.24
2024-01-01,5,Construction,1139151.83
2024-01-01,6,"Wholesale and retail trade, accommodation and food services",1081440.48
2024-01-01,7,"Transport, communications and information services",1306874.77
2024-01-01,8,Financial intermediation,1864724.65
2024-01-01,9,Real estate and housing services,1271615.93
2024-01-01,10,Business services,1177514.66
2024-01-01,11,Personal services,1180425.92
2024-01-01,12,Public administration,971555.43
2024-02-01,1,"Agriculture, forestry and fishing",975653.6
2024-02-01,2,Mining,2234677.12
2024-02-01,3,Manufacturing,1247964.51
2024-02-01,4,"Electricity, gas, water and waste management",1440844.83
2024-02-01,5,Construction,1118403.09
2024-02-01,6,"Wholesale and retail trade, accommodation and food services",1062776.86
2024-02-01,7,"Transport, communications and information services",1292987.76
2024-02-01,8,Financial intermediation,1853204.52
2024-02-01,9,Real estate and housing services,1271709.53
2024-02-01,10,Business services,1166519.37
2024-02-01,11,Personal services,1152048.96
2024-02-01,12,Public administration,938342.65
2024-03-01,1,"Agriculture, forestry and fishing",988862.89
2024-03-01,2,Mining,2281246.96
2024-03-01,3,Manufacturing,1249521.02
2024-03-01,4,"Electricity, gas, water and waste management",1436106.55
2024-03-01,5,Construction,1119031.58
2024-03-01,6,"Wholesale and retail trade, accommodation and food services",1070112.17
2024-03-01,7,"Transport, communications and information services",1291978.4
2024-03-01,8,Financial intermediation,1856213.83
2024-03-01,9,Real estate and housing services,1299042.07
2024-03-01,10,Business services,1164592.1
2024-03-01,11,Personal services,1180264.98
2024-03-01,12,Public administration,940353.93
2024-04-01,1,"Agriculture, forestry and fishing",987451.32
2024-04-01,2,Mining,2247136.68
2024-04-01,3,Manufacturing,1250678.74
2024-04-01,4,"Electricity, gas, water and waste management",1444367.43
2024-04-01,5,Construction,1136318.27
2024-04-01,6,"Wholesale and retail trade, accommodation and food services",1072401.28
2024-04-01,7,"Transport, communications and information services",1280053.16
2024-04-01,8,Financial intermediation,1826220.72
2024-04-01,9,Real estate and housing services,1283998.18
2024-04-01,10,Business services,1168023.27
2024-04-01,11,Personal services,1159457.65
2024-04-01,12,Public administration,942410.14
2024-05-01,1,"Agriculture, forestry and fishing",989721.35
2024-05-01,2,Mining,2290574.91
2024-05-01,3,Manufacturing,1238710.83
2024-05-01,4,"Electricity, gas, water and waste management",1437893.13
2024-05-01,5,Construction,1143582.43
2024-05-01,6,"Wholesale and retail trade, accommodation and food services",1065715.08
2024-05-01,7,"Transport, communications and information services",1282576.32
2024-05-01,8,Financial intermediation,1819209.52
2024-05-01,9,Real estate and housing services,1289583.9
2024-05-01,10,Business services,1182785.98
2024-05-01,11,Personal services,1155192.94
2024-05-01,12,Public administration,928353.91
2024-06-01,1,"Agriculture, forestry and fishing",993308.32
2024-06-01,2,Mining,2265343.07
2024-06-01,3,Manufacturing,1248580.44
2024-06-01,4,"Electricity, gas, water and waste management",1432827.55
2024-06-01,5,Construction,1123161.79
2024-06-01,6,"Wholesale and retail trade, accommodation and food services",1068011.21
2024-06-01,7,"Transport, communications and information services",1283937.29
2024-06-01,8,Financial intermediation,1844289.14
