Wage_Date,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste management",Construction,"Wholesale and retail trade, accommodation and food services","Transport, communications and information services",Financial intermediation,Real estate and housing services,Business services,Personal services,Public administration,"Unemployment from Agriculture, forestry and fishing",Unemployment from Mining,Unemployment from Manufacturing,"Unemployment from Electricity, gas, water and waste management",Unemployment from Construction,"Unemployment from Wholesale and retail trade, accommodation and food services","Unemployment from Transport, communications and information services",Unemployment from Financial intermediation,Unemployment from Real estate and housing services,Unemployment from Business services,Unemployment from Personal services,Unemployment from Public administration,State_From
2020-08-01,1,12604,3,1,14,5,12,1,0,17,0,0,0,225,0,0,0,0,0,0,0,0,0,0,Mining
2020-08-01,42,10,63506,9,69,108,27,3,0,74,15,0,0,0,2308,0,0,0,0,0,0,0,0,0,Manufacturing
2020-08-01,2,4,2,8124,34,5,0,1,0,10,3,0,0,0,0,164,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2020-08-01,16,21,71,22,59238,42,33,12,19,154,21,2,0,0,0,0,5591,0,0,0,0,0,0,0,Construction
2020-08-01,27,6,76,10,66,126877,66,21,7,106,62,5,0,0,0,0,0,4956,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2020-08-01,14,3,45,5,33,119,59960,20,2,160,39,0,0,0,0,0,0,0,2262,0,0,0,0,0,"Transport, communications and information services"
2020-08-01,3,1,6,0,5,13,18,28923,2,54,8,0,0,0,0,0,0,0,0,468,0,0,0,0,Financial intermediation
2020-08-01,0,0,4,0,11,7,2,0,5193,17,6,0,0,0,0,0,0,0,0,0,177,0,0,0,Real estate and housing services
2020-08-01,36,29,121,17,147,147,144,33,7,92073,129,2,0,0,0,0,0,0,0,0,0,4631,0,0,Business services
2020-08-01,7,2,38,5,24,56,33,16,6,84,107329,7,0,0,0,0,0,0,0,0,0,0,2575,0,Personal services
2020-08-01,1,0,1,0,3,2,3,1,0,1,8,11879,0,0,0,0,0,0,0,0,0,0,0,140,Public administration
2020-08-01,1872,2,77,7,108,100,38,4,4,107,21,5,44787,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2020-08-01,1,79,10,3,31,4,10,1,0,30,1,0,0,3900,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2020-08-01,111,9,1292,10,203,172,65,9,4,204,35,1,0,0,42618,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2020-08-01,2,1,7,66,28,9,7,2,0,17,3,0,0,0,0,3280,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2020-08-01,126,40,255,53,4432,166,163,17,36,470,71,5,0,0,0,0,86642,0,0,0,0,0,0,0,Unemployment from Construction
2020-08-01,112,11,174,15,218,3013,176,36,18,411,177,7,0,0,0,0,0,117729,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2020-08-01,37,8,72,9,144,127,1183,27,9,230,50,1,0,0,0,0,0,0,43056,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2020-08-01,4,0,17,0,14,38,21,181,7,73,29,0,0,0,0,0,0,0,0,13833,0,0,0,0,Unemployment from Financial intermediation
2020-08-01,3,0,4,1,17,17,2,4,81,17,7,0,0,0,0,0,0,0,0,0,4343,0,0,0,Unemployment from Real estate and housing services
2020-08-01,119,36,190,21,394,286,225,48,14,2780,185,7,0,0,0,0,0,0,0,0,0,79901,0,0,Unemployment from Business services
2020-08-01,21,5,48,4,57,130,58,20,10,220,1712,11,0,0,0,0,0,0,0,0,0,0,75400,0,Unemployment from Personal services
2020-08-01,1,0,3,0,5,7,4,3,0,11,9,78,0,0,0,0,0,0,0,0,0,0,0,8323,Unemployment from Public administration
2020-08-01,122,13,219,23,203,548,214,56,13,464,477,20,37,1,16,0,31,65,14,1,4,67,104,1,Entry
2020-09-01,30709,1,18,1,17,26,20,3,1,35,10,0,3083,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2020-09-01,0,12622,2,4,12,3,7,0,0,13,1,0,0,203,0,0,0,0,0,0,0,0,0,0,Mining
2020-09-01,34,7,63319,5,64,69,25,2,2,91,23,1,0,0,2523,0,0,0,0,0,0,0,0,0,Manufacturing
2020-09-01,1,2,3,8219,13,5,5,1,0,10,2,0,0,0,0,133,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2020-09-01,20,17,75,28,58818,57,38,14,16,194,30,2,0,0,0,0,6106,0,0,0,0,0,0,0,Construction
2020-09-01,28,2,103,4,62,126079,95,17,8,151,81,7,0,0,0,0,0,5261,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2020-09-01,14,6,26,2,55,54,60169,23,7,110,24,2,0,0,0,0,0,0,1916,0,0,0,0,0,"Transport, communications and information services"
2020-09-01,1,0,11,2,4,19,17,28843,3,29,7,0,0,0,0,0,0,0,0,484,0,0,0,0,Financial intermediation
2020-09-01,5,1,2,0,11,9,1,4,5187,6,8,0,0,0,0,0,0,0,0,0,194,0,0,0,Real estate and housing services
2020-09-01,37,24,109,17,186,146,235,53,14,92133,148,3,0,0,0,0,0,0,0,0,0,4603,0,0,Business services
2020-09-01,7,1,23,1,24,74,40,6,7,138,107331,7,0,0,0,0,0,0,0,0,0,0,2620,0,Personal services
2020-09-01,1,0,0,0,2,3,0,1,0,3,9,11892,0,0,0,0,0,0,0,0,0,0,0,104,Public administration
2020-09-01,1635,6,72,8,130,117,38,1,1,112,30,9,45014,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2020-09-01,3,96,6,2,26,11,7,2,0,36,4,1,0,3917,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2020-09-01,99,10,1367,9,247,201,83,8,5,227,62,3,0,0,42525,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2020-09-01,7,1,9,90,42,12,9,2,0,23,5,2,0,0,0,3234,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2020-09-01,113,31,230,56,5271,212,149,17,14,545,82,14,0,0,0,0,85363,0,0,0,0,0,0,0,Unemployment from Construction
2020-09-01,113,9,233,15,269,4214,194,45,8,565,208,34,0,0,0,0,0,116676,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2020-09-01,43,10,92,9,156,190,1619,16,7,254,70,14,0,0,0,0,0,0,42781,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2020-09-01,5,1,16,1,17,32,30,282,10,79,23,1,0,0,0,0,0,0,0,13788,0,0,0,0,Unemployment from Financial intermediation
2020-09-01,4,0,1,0,17,15,3,8,94,18,9,0,0,0,0,0,0,0,0,0,4347,0,0,0,Unemployment from Real estate and housing services
2020-09-01,88,27,204,18,441,354,201,36,21,3708,279,18,0,0,0,0,0,0,0,0,0,79062,0,0,Unemployment from Business services
2020-09-01,26,7,52,7,89,142,86,12,9,307,2320,15,0,0,0,0,0,0,0,0,0,0,74892,0,Unemployment from Personal services
2020-09-01,2,0,3,0,11,8,3,0,0,11,14,255,0,0,0,0,0,0,0,0,0,0,0,8144,Unemployment from Public administration
2020-09-01,124,20,248,14,270,666,262,55,11,495,407,36,27,2,19,1,60,58,20,6,1,58,50,0,Entry
2020-10-01,30837,2,32,3,27,23,27,3,1,46,11,2,2026,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2020-10-01,0,12488,7,1,11,3,10,1,0,17,2,0,0,346,0,0,0,0,0,0,0,0,0,0,Mining
2020-10-01,41,7,63525,6,87,107,26,8,2,95,31,1,0,0,2198,0,0,0,0,0,0,0,0,0,Manufacturing
2020-10-01,1,1,1,8240,20,6,5,2,0,28,1,0,0,0,0,189,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2020-10-01,31,19,110,21,60333,71,61,9,19,237,20,4,0,0,0,0,5234,0,0,0,0,0,0,0,Construction
2020-10-01,52,9,95,3,107,126265,87,18,11,171,69,5,0,0,0,0,0,5663,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2020-10-01,15,5,32,3,66,78,61024,23,2,107,28,1,0,0,0,0,0,0,1886,0,0,0,0,0,"Transport, communications and information services"
2020-10-01,6,1,8,2,5,19,14,28877,3,36,9,0,0,0,0,0,0,0,0,439,0,0,0,0,Financial intermediation
2020-10-01,2,0,3,1,9,21,7,4,5172,3,12,1,0,0,0,0,0,0,0,0,180,0,0,0,Real estate and housing services
2020-10-01,60,37,169,12,244,231,169,56,10,92955,135,5,0,0,0,0,0,0,0,0,0,5092,0,0,Business services
2020-10-01,12,2,27,5,38,81,45,9,4,133,107895,17,0,0,0,0,0,0,0,0,0,0,2769,0,Personal services
2020-10-01,2,0,0,0,4,4,1,0,0,3,7,12043,0,0,0,0,0,0,0,0,0,0,0,234,Public administration
2020-10-01,4575,9,140,9,241,229,76,10,7,161,48,7,42510,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2020-10-01,5,168,14,1,50,12,16,2,0,47,3,0,0,3788,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2020-10-01,136,10,2495,12,347,359,155,8,4,310,92,4,0,0,41056,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2020-10-01,6,6,11,134,48,15,19,0,1,30,6,1,0,0,0,3085,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2020-10-01,190,42,355,71,8727,309,271,27,36,643,91,10,0,0,0,0,80554,0,0,0,0,0,0,0,Unemployment from Construction
2020-10-01,226,16,321,25,432,7495,328,38,27,648,256,12,0,0,0,0,0,111981,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2020-10-01,71,17,101,18,200,272,3295,25,9,305,97,2,0,0,0,0,0,0,40203,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2020-10-01,8,1,13,1,36,77,26,231,4,94,29,1,0,0,0,0,0,0,0,13731,0,0,0,0,Unemployment from Financial intermediation
2020-10-01,4,1,8,0,29,33,3,6,162,30,11,0,0,0,0,0,0,0,0,0,4242,0,0,0,Unemployment from Real estate and housing services
2020-10-01,147,36,293,23,679,538,332,53,23,4174,311,9,0,0,0,0,0,0,0,0,0,76969,0,0,Unemployment from Business services
2020-10-01,47,7,76,6,143,247,92,32,13,379,2781,16,0,0,0,0,0,0,0,0,0,0,73586,0,Unemployment from Personal services
2020-10-01,6,1,8,0,12,18,11,4,0,14,13,71,0,0,0,0,0,0,0,0,0,0,0,8078,Unemployment from Public administration
2020-10-01,141,21,286,27,316,746,286,76,20,599,511,35,13,0,22,2,54,112,23,5,1,109,58,6,Entry
2020-11-01,34410,4,26,1,41,37,18,2,1,52,8,0,1936,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2020-11-01,1,12533,8,0,14,5,6,0,0,18,4,1,0,303,0,0,0,0,0,0,0,0,0,0,Mining
2020-11-01,41,6,65256,6,153,102,34,7,3,142,31,0,0,0,2250,0,0,0,0,0,0,0,0,0,Manufacturing
2020-11-01,5,2,6,8367,20,11,11,0,0,13,2,0,0,0,0,176,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2020-11-01,42,22,107,24,65621,98,69,15,20,297,33,3,0,0,0,0,5757,0,0,0,0,0,0,0,Construction
2020-11-01,70,11,104,12,106,131149,119,49,5,201,87,3,0,0,0,0,0,5193,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2020-11-01,32,13,51,6,57,81,63850,27,2,119,37,2,0,0,0,0,0,0,2018,0,0,0,0,0,"Transport, communications and information services"
2020-11-01,7,0,12,1,15,23,18,28930,3,33,9,0,0,0,0,0,0,0,0,426,0,0,0,0,Financial intermediation
2020-11-01,1,0,3,2,24,9,2,6,5255,16,10,0,0,0,0,0,0,0,0,0,185,0,0,0,Real estate and housing services
2020-11-01,52,40,172,19,302,242,205,44,10,95118,151,7,0,0,0,0,0,0,0,0,0,4746,0,0,Business services
2020-11-01,11,0,50,27,47,95,56,17,5,186,109366,5,0,0,0,0,0,0,0,0,0,0,2428,0,Personal services
2020-11-01,2,0,1,0,8,4,1,2,0,6,7,12084,0,0,0,0,0,0,0,0,0,0,0,119,Public administration
2020-11-01,4685,10,142,12,225,258,93,8,7,169,66,10,38761,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2020-11-01,7,335,14,5,46,20,24,1,1,33,6,4,0,3629,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2020-11-01,235,9,1924,12,375,400,111,7,9,329,123,5,0,0,39653,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2020-11-01,12,1,18,144,60,24,20,2,2,36,5,0,0,0,0,2941,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2020-11-01,220,46,342,56,7576,354,227,18,45,652,137,20,0,0,0,0,75964,0,0,0,0,0,0,0,Unemployment from Construction
2020-11-01,274,11,381,31,421,6584,343,64,30,764,353,14,0,0,0,0,0,108319,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2020-11-01,101,8,126,15,235,240,2583,28,13,340,82,2,0,0,0,0,0,0,38249,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2020-11-01,11,2,24,3,37,87,35,260,11,92,50,0,0,0,0,0,0,0,0,13529,0,0,0,0,Unemployment from Financial intermediation
2020-11-01,6,0,11,1,48,29,11,7,147,23,15,0,0,0,0,0,0,0,0,0,4117,0,0,0,Unemployment from Real estate and housing services
2020-11-01,183,44,315,37,706,631,347,68,27,4420,436,15,0,0,0,0,0,0,0,0,0,74800,0,0,Unemployment from Business services
2020-11-01,91,6,81,8,176,248,125,25,11,460,4221,14,0,0,0,0,0,0,0,0,0,0,70830,0,Unemployment from Personal services
2020-11-01,12,0,5,3,16,19,5,0,1,30,19,977,0,0,0,0,0,0,0,0,0,0,0,7212,Unemployment from Public administration
2020-11-01,269,34,444,29,466,1358,435,84,35,780,688,24,39,1,22,0,66,107,22,3,2,107,33,2,Entry
2020-12-01,38035,0,33,1,23,50,30,4,4,48,5,0,2469,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2020-12-01,5,12556,8,3,26,5,7,1,0,55,3,0,0,452,0,0,0,0,0,0,0,0,0,0,Mining
2020-12-01,52,14,66656,3,144,117,51,8,2,116,32,0,0,0,2347,0,0,0,0,0,0,0,0,0,Manufacturing
2020-12-01,2,2,11,8507,23,2,7,2,0,17,4,0,0,0,0,225,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2020-12-01,58,38,95,23,69139,97,73,6,22,272,37,8,0,0,0,0,6814,0,0,0,0,0,0,0,Construction
2020-12-01,91,12,98,6,97,136169,94,25,17,211,102,8,0,0,0,0,0,5007,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2020-12-01,35,9,31,11,56,94,65993,28,5,130,47,2,0,0,0,0,0,0,2222,0,0,0,0,0,"Transport, communications and information services"
2020-12-01,10,3,6,0,7,36,20,28964,2,38,18,1,0,0,0,0,0,0,0,546,0,0,0,0,Financial intermediation
2020-12-01,6,1,4,0,20,12,6,4,5375,12,8,0,0,0,0,0,0,0,0,0,181,0,0,0,Real estate and housing services
2020-12-01,72,61,173,24,264,277,204,71,15,97657,183,13,0,0,0,0,0,0,0,0,0,5180,0,0,Business services
2020-12-01,18,4,45,4,63,99,56,14,7,129,112543,14,0,0,0,0,0,0,0,0,0,0,2779,0,Personal services
2020-12-01,4,1,1,0,4,9,0,0,0,3,11,12867,0,0,0,0,0,0,0,0,0,0,0,268,Public administration
2020-12-01,3926,9,108,6,191,332,111,5,9,195,41,3,35717,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2020-12-01,8,176,11,3,47,15,12,0,0,35,4,1,0,3601,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2020-12-01,285,11,1388,12,300,429,133,18,12,308,101,3,0,0,38861,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2020-12-01,10,5,11,72,44,17,14,2,0,29,8,1,0,0,0,2900,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2020-12-01,319,50,313,45,5175,339,232,21,36,586,91,9,0,0,0,0,74395,0,0,0,0,0,0,0,Unemployment from Construction
2020-12-01,473,13,352,23,370,5555,309,58,25,692,297,15,0,0,0,0,0,105242,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2020-12-01,120,7,101,11,189,246,1527,44,16,313,86,2,0,0,0,0,0,0,37546,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2020-12-01,12,0,12,2,24,87,36,270,7,95,31,4,0,0,0,0,0,0,0,13355,0,0,0,0,Unemployment from Financial intermediation
2020-12-01,14,1,9,1,29,29,7,8,100,28,9,2,0,0,0,0,0,0,0,0,4055,0,0,0,Unemployment from Real estate and housing services
2020-12-01,223,53,231,27,564,662,330,72,33,3363,367,36,0,0,0,0,0,0,0,0,0,73564,0,0,Unemployment from Business services
2020-12-01,82,7,82,6,129,301,92,29,16,365,2206,14,0,0,0,0,0,0,0,0,0,0,69842,0,Unemployment from Personal services
2020-12-01,19,0,4,1,9,26,8,0,0,15,13,170,0,0,0,0,0,0,0,0,0,0,0,7056,Unemployment from Public administration
2020-12-01,306,21,446,30,545,1422,446,104,41,840,720,41,63,2,39,1,87,125,37,7,5,102,41,2,Entry
2021-01-01,38709,5,46,3,45,71,31,8,10,76,20,8,5070,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2021-01-01,3,12688,7,2,25,6,10,0,0,27,2,0,0,266,0,0,0,0,0,0,0,0,0,0,Mining
2021-01-01,37,11,66769,6,120,123,48,2,4,127,35,0,0,0,2843,0,0,0,0,0,0,0,0,0,Manufacturing
2021-01-01,5,2,13,8490,22,12,8,2,1,23,4,1,0,0,0,229,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2021-01-01,45,68,146,31,68767,107,87,13,22,341,42,7,0,0,0,0,7698,0,0,0,0,0,0,0,Construction
2021-01-01,88,9,133,19,98,137673,122,51,12,249,122,8,0,0,0,0,0,7690,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2021-01-01,28,11,47,10,75,129,66241,36,17,185,60,1,0,0,0,0,0,0,2867,0,0,0,0,0,"Transport, communications and information services"
2021-01-01,5,2,12,2,11,41,22,28934,7,33,19,2,0,0,0,0,0,0,0,641,0,0,0,0,Financial intermediation
2021-01-01,2,0,4,3,21,13,4,3,5383,47,5,0,0,0,0,0,0,0,0,0,251,0,0,0,Real estate and housing services
2021-01-01,61,32,208,27,292,296,238,109,20,97503,294,9,0,0,0,0,0,0,0,0,0,6347,0,0,Business services
2021-01-01,27,4,63,3,58,116,52,31,6,216,112150,12,0,0,0,0,0,0,0,0,0,0,4074,0,Personal services
2021-01-01,4,0,1,1,7,9,1,2,0,9,475,12317,0,0,0,0,0,0,0,0,0,0,0,366,Public administration
2021-01-01,2292,1,92,9,162,177,45,5,3,135,49,8,35194,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2021-01-01,6,364,11,1,30,20,24,3,0,36,1,1,0,3545,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2021-01-01,113,7,1308,20,231,263,99,6,13,239,87,7,0,0,38778,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2021-01-01,11,0,8,127,22,14,7,1,0,30,4,4,0,0,0,2890,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2021-01-01,205,41,263,26,4722,290,197,13,37,505,110,23,0,0,0,0,74700,0,0,0,0,0,0,0,Unemployment from Construction
2021-01-01,218,4,300,21,307,3486,262,54,36,634,326,19,0,0,0,0,0,104536,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2021-01-01,70,7,68,16,168,213,1403,32,9,290,88,5,0,0,0,0,0,0,37380,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2021-01-01,8,1,16,2,29,48,31,243,8,107,45,1,0,0,0,0,0,0,0,13341,0,0,0,0,Unemployment from Financial intermediation
2021-01-01,9,0,9,1,38,29,10,7,71,27,13,1,0,0,0,0,0,0,0,0,4016,0,0,0,Unemployment from Real estate and housing services
2021-01-01,120,35,266,43,513,458,291,78,21,3009,376,28,0,0,0,0,0,0,0,0,0,73482,0,0,Unemployment from Business services
2021-01-01,61,6,76,8,105,216,98,36,16,393,1688,24,0,0,0,0,0,0,0,0,0,0,69815,0,Unemployment from Personal services
2021-01-01,9,0,4,1,11,6,7,0,1,13,34,220,0,0,0,0,0,0,0,0,0,0,0,7002,Unemployment from Public administration
2021-01-01,302,18,364,34,455,1221,321,84,37,741,591,33,159,1,46,1,89,249,40,7,2,162,69,7,Entry
2021-02-01,38040,3,48,4,56,57,31,1,2,57,24,3,4024,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2021-02-01,3,12978,7,3,21,4,6,0,0,21,1,0,0,259,0,0,0,0,0,0,0,0,0,0,Mining
2021-02-01,20,36,67158,13,109,106,56,3,0,150,35,1,0,0,2455,0,0,0,0,0,0,0,0,0,Manufacturing
2021-02-01,6,7,8,8512,18,13,5,1,0,17,6,0,0,0,0,296,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2021-02-01,28,28,123,28,69120,84,92,12,18,263,36,3,0,0,0,0,6396,0,0,0,0,0,0,0,Construction
2021-02-01,65,7,126,14,95,137266,104,28,11,215,116,6,0,0,0,0,0,6828,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2021-02-01,36,10,55,15,68,134,66425,51,9,167,59,1,0,0,0,0,0,0,2547,0,0,0,0,0,"Transport, communications and information services"
2021-02-01,6,1,13,2,8,30,26,28879,1,36,15,1,0,0,0,0,0,0,0,706,0,0,0,0,Financial intermediation
2021-02-01,2,0,6,0,15,8,6,4,5427,13,10,0,0,0,0,0,0,0,0,0,234,0,0,0,Real estate and housing services
2021-02-01,45,43,157,31,257,267,240,46,10,97855,200,5,0,0,0,0,0,0,0,0,0,5724,0,0,Business services
2021-02-01,15,3,43,6,52,96,60,19,6,170,112626,10,0,0,0,0,0,0,0,0,0,0,3395,0,Personal services
2021-02-01,4,1,1,0,7,2,0,0,0,2,7,12503,0,0,0,0,0,0,0,0,0,0,0,196,Public administration
2021-02-01,2276,8,164,8,211,199,65,3,6,132,50,7,37229,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2021-02-01,7,134,18,3,34,10,11,3,1,51,9,3,0,3516,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2021-02-01,113,12,1415,10,324,275,104,13,5,306,87,8,0,0,38908,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2021-02-01,8,4,8,79,48,18,13,0,0,30,13,1,0,0,0,2890,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2021-02-01,170,56,321,60,5671,307,235,24,35,641,110,11,0,0,0,0,74679,0,0,0,0,0,0,0,Unemployment from Construction
2021-02-01,203,9,345,34,387,3703,264,47,21,706,307,17,0,0,0,0,0,106287,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2021-02-01,65,14,93,16,190,224,1460,27,10,308,96,8,0,0,0,0,0,0,37694,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2021-02-01,10,0,19,2,24,64,44,274,11,89,42,1,0,0,0,0,0,0,0,13385,0,0,0,0,Unemployment from Financial intermediation
2021-02-01,2,0,8,0,33,32,9,1,88,26,15,0,0,0,0,0,0,0,0,0,4046,0,0,0,Unemployment from Real estate and housing services
2021-02-01,156,25,285,35,594,483,313,69,15,3413,381,19,0,0,0,0,0,0,0,0,0,74072,0,0,Unemployment from Business services
2021-02-01,39,6,79,8,136,225,98,28,20,381,1674,19,0,0,0,0,0,0,0,0,0,0,71125,0,Unemployment from Personal services
2021-02-01,8,0,3,0,13,13,4,0,2,20,26,134,0,0,0,0,0,0,0,0,0,0,0,7140,Unemployment from Public administration
2021-02-01,216,34,375,42,407,1090,382,109,32,789,673,52,93,1,31,2,53,144,31,6,4,141,75,7,Entry
2021-03-01,37371,2,54,3,63,69,28,7,2,49,26,3,3805,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2021-03-01,0,13139,9,3,27,2,5,5,0,21,0,0,0,194,0,0,0,0,0,0,0,0,0,0,Mining
2021-03-01,30,14,67606,9,155,131,41,6,4,154,48,2,0,0,2613,0,0,0,0,0,0,0,0,0,Manufacturing
2021-03-01,3,3,5,8560,24,3,7,2,0,50,7,0,0,0,0,252,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2021-03-01,27,41,114,21,70608,90,71,13,30,307,56,5,0,0,0,0,6441,0,0,0,0,0,0,0,Construction
2021-03-01,50,11,303,12,122,136412,118,29,12,241,126,6,0,0,0,0,0,7136,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2021-03-01,24,10,44,12,82,103,67064,25,6,160,60,2,0,0,0,0,0,0,2382,0,0,0,0,0,"Transport, communications and information services"
2021-03-01,1,3,9,3,14,44,31,28952,3,29,21,0,0,0,0,0,0,0,0,513,0,0,0,0,Financial intermediation
2021-03-01,0,1,3,0,19,14,9,4,5441,10,7,0,0,0,0,0,0,0,0,0,214,0,0,0,Real estate and housing services
2021-03-01,57,47,176,29,324,297,224,57,18,98306,205,6,0,0,0,0,0,0,0,0,0,6010,0,0,Business services
2021-03-01,11,6,71,6,64,148,67,20,9,192,110686,29,0,0,0,0,0,0,0,0,0,0,5186,0,Personal services
2021-03-01,5,1,2,2,4,6,5,0,0,9,34,12310,0,0,0,0,0,0,0,0,0,0,0,421,Public administration
2021-03-01,2425,10,173,10,233,257,86,7,2,165,76,7,37831,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2021-03-01,5,152,8,0,52,14,18,0,0,34,5,1,0,3476,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2021-03-01,118,8,1564,12,332,320,118,11,8,273,112,12,0,0,38448,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2021-03-01,2,4,19,161,41,19,15,1,1,28,6,0,0,0,0,2886,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2021-03-01,142,39,334,47,5777,342,214,25,41,612,124,15,0,0,0,0,73299,0,0,0,0,0,0,0,Unemployment from Construction
2021-03-01,178,14,391,24,369,4764,280,50,24,676,410,26,0,0,0,0,0,105913,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2021-03-01,73,11,114,9,210,255,1668,29,10,286,126,8,0,0,0,0,0,0,37405,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2021-03-01,3,1,20,1,33,80,47,372,7,99,63,6,0,0,0,0,0,0,0,13341,0,0,0,0,Unemployment from Financial intermediation
2021-03-01,7,1,9,0,39,30,9,4,89,31,21,0,0,0,0,0,0,0,0,0,4036,0,0,0,Unemployment from Real estate and housing services
2021-03-01,129,34,286,28,566,560,349,84,20,3636,463,18,0,0,0,0,0,0,0,0,0,73650,0,0,Unemployment from Business services
2021-03-01,36,5,90,2,139,270,102,32,13,426,3626,37,0,0,0,0,0,0,0,0,0,0,69713,0,Unemployment from Personal services
2021-03-01,6,0,6,0,9,16,5,2,3,18,57,152,0,0,0,0,0,0,0,0,0,0,0,7060,Unemployment from Public administration
2021-03-01,177,39,336,37,465,928,320,80,29,716,611,39,66,4,33,3,65,141,32,5,1,149,54,3,Entry
2021-04-01,36604,3,33,2,43,67,32,3,1,41,18,2,3951,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
