Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income
2020-08-01,2,Mining,2098348.57
2020-08-01,3,Manufacturing,1017696.47
2020-08-01,4,"Electricity, gas, water and waste management",1235533.39
2020-08-01,5,Construction,898133.05
2020-08-01,6,"Wholesale and retail trade, accommodation and food services",871272.29
2020-08-01,7,"Transport, communications and information services",1062215.65
2020-08-01,8,Financial intermediation,1587723.01
2020-08-01,9,Real estate and housing services,1118563.88
2020-08-01,10,Business services,953446.25
2020-08-01,11,Personal services,936184.72
2020-08-01,12,Public administration,752417.14
2020-09-01,1,"Agriculture, forestry and fishing",801647.34
2020-09-01,2,Mining,2203933.96
2020-09-01,3,Manufacturing,1082468.7
2020-09-01,4,"Electricity, gas, water and waste management",1292072.64
2020-09-01,5,Construction,926109.03
2020-09-01,6,"Wholesale and retail trade, accommodation and food services",916005.6
2020-09-01,7,"Transport, communications and information services",1107542.68
2020-09-01,8,Financial intermediation,1681746.96
2020-09-01,9,Real estate and housing services,1162057.63
2020-09-01,10,Business services,985909.51
2020-09-01,11,Personal services,978227.5
2020-09-01,12,Public administration,775758.77
2020-10-01,1,"Agriculture, forestry and fishing",745063.69
2020-10-01,2,Mining,2073569.15
2020-10-01,3,Manufacturing,1010745.32
2020-10-01,4,"Electricity, gas, water and waste management",1231882.66
2020-10-01,5,Construction,881438.44
2020-10-01,6,"Wholesale and retail trade, accommodation and food services",868103.89
2020-10-01,7,"Transport, communications and information services",1041557.11
2020-10-01,8,Financial intermediation,1595825.72
2020-10-01,9,Real estate and housing services,1130455.84
2020-10-01,10,Business services,953989.79
2020-10-01,11,Personal services,937194.84
2020-10-01,12,Public administration,752166.83
2020-11-01,1,"Agriculture, forestry and fishing",748496.67
2020-11-01,2,Mining,2141861.6
2020-11-01,3,Manufacturing,1020398.39
2020-11-01,4,"Electricity, gas, water and waste management",1231154.27
2020-11-01,5,Construction,887527.76
2020-11-01,6,"Wholesale and retail trade, accommodation and food services",874327.52
2020-11-01,7,"Transport, communications and information services",1043042.79
2020-11-01,8,Financial intermediation,1644060.11
2020-11-01,9,Real estate and housing services,1128337.18
2020-11-01,10,Business services,957101.99
2020-11-01,11,Personal services,928407.15
2020-11-01,12,Public administration,726705.29
2020-12-01,1,"Agriculture, forestry and fishing",805245.6
2020-12-01,2,Mining,2246634.0
2020-12-01,3,Manufacturing,1114450.77
2020-12-01,4,"Electricity, gas, water and waste management",1324987.87
2020-12-01,5,Construction,932513.08
2020-12-01,6,"Wholesale and retail trade, accommodation and food services",925548.3
2020-12-01,7,"Transport, communications and information services",1104295.57
2020-12-01,8,Financial intermediation,1749436.78
2020-12-01,9,Real estate and housing services,1193771.18
2020-12-01,10,Business services,1001785.76
2020-12-01,11,Personal services,1001756.29
2020-12-01,12,Public administration,756062.71
2021-01-01,1,"Agriculture, forestry and fishing",753742.35
2021-01-01,2,Mining,2247268.18
2021-01-01,3,Manufacturing,1064677.04
2021-01-01,4,"Electricity, gas, water and waste management",1297292.67
2021-01-01,5,Construction,891203.07
2021-01-01,6,"Wholesale and retail trade, accommodation and food services",894877.08
2021-01-01,7,"Transport, communications and information services",1057909.54
2021-01-01,8,Financial intermediation,1663172.94
2021-01-01,9,Real estate and housing services,1148740.66
2021-01-01,10,Business services,970132.21
2021-01-01,11,Personal services,957555.3
2021-01-01,12,Public administration,757580.28
2021-02-01,1,"Agriculture, forestry and fishing",745594.75
2021-02-01,2,Mining,2097784.57
2021-02-01,3,Manufacturing,1032523.47
2021-02-01,4,"Electricity, gas, water and waste management",1264226.34
2021-02-01,5,Construction,889914.52
2021-02-01,6,"Wholesale and retail trade, accommodation and food services",876872.1
2021-02-01,7,"Transport, communications and information services",1056097.66
2021-02-01,8,Financial intermediation,1698459.15
2021-02-01,9,Real estate and housing services,1144605.32
2021-02-01,10,Business services,962404.82
2021-02-01,11,Personal services,938063.39
2021-02-01,12,Public administration,739637.19
2021-03-01,1,"Agriculture, forestry and fishing",761700.09
2021-03-01,2,Mining,2176715.5
2021-03-01,3,Manufacturing,1040080.17
2021-03-01,4,"Electricity, gas, water and waste management",1334038.75
2021-03-01,5,Construction,899734.72
2021-03-01,6,"Wholesale and retail trade, accommodation and food services",899681.4
2021-03-01,7,"Transport, communications and information services",1070524.17
2021-03-01,8,Financial intermediation,1857262.67
2021-03-01,9,Real estate and housing services,1154900.68
2021-03-01,10,Business services,971551.01
2021-03-01,11,Personal services,968104.74
2021-03-01,12,Public administration,755045.93
2021-04-01,1,"Agriculture, forestry and fishing",764952.6
2021-04-01,2,Mining,2172927.13
2021-04-01,3,Manufacturing,1036675.25
2021-04-01,4,"Electricity, gas, water and waste management",1259425.96
2021-04-01,5,Construction,905030.72
2021-04-01,6,"Wholesale and retail trade, accommodation and food services",892470.94
2021-04-01,7,"Transport, communications and information services",1055714.62
2021-04-01,8,Financial intermediation,1679792.89
2021-04-01,9,Real estate and housing services,1155704.52
2021-04-01,10,Business services,982097.02
2021-04-01,11,Personal services,959322.14
2021-04-01,12,Public administration,753315.1
2021-05-01,1,"Agriculture, forestry and fishing",770317.51
2021-05-01,2,Mining,2125774.19
2021-05-01,3,Manufacturing,1027348.66
2021-05-01,4,"Electricity, gas, water and waste management",1263017.6
2021-05-01,5,Construction,914470.7
2021-05-01,6,"Wholesale and retail trade, accommodation and food services",882358.19
2021-05-01,7,"Transport, communications and information services",1065957.17
2021-05-01,8,Financial intermediation,1660228.22
2021-05-01,9,Real estate and housing services,1158341.6
2021-05-01,10,Business services,988567.5
2021-05-01,11,Personal services,958438.38
2021-05-01,12,Public administration,751091.74
2021-06-01,1,"Agriculture, forestry and fishing",774852.16
2021-06-01,2,Mining,2136217.29
2021-06-01,3,Manufacturing,1045262.3
2021-06-01,4,"Electricity, gas, water and waste management",1276981.66
2021-06-01,5,Construction,912649.49
2021-06-01,6,"Wholesale and retail trade, accommodation and food services",897720.78
2021-06-01,7,"Transport, communications and information services",1062911.83
2021-06-01,8,Financial intermediation,1656940.76
2021-06-01,9,Real estate and housing services,1165039.92
2021-06-01,10,Business services,984255.79
2021-06-01,11,Personal services,975266.02
2021-06-01,12,Public administration,762968.69
2021-07-01,1,"Agriculture, forestry and fishing",791074.71
2021-07-01,2,Mining,2152112.61
2021-07-01,3,Manufacturing,1063603.47
2021-07-01,4,"Electricity, gas, water and waste management",1288654.88
2021-07-01,5,Construction,931311.88
2021-07-01,6,"Wholesale and retail trade, accommodation and food services",919894.33
2021-07-01,7,"Transport, communications and information services",1092127.13
2021-07-01,8,Financial intermediation,1672075.78
2021-07-01,9,Real estate and housing services,1179530.77
2021-07-01,10,Business services,1007304.91
2021-07-01,11,Personal services,975454.88
2021-07-01,12,Public administration,765874.77
2021-08-01,1,"Agriculture, forestry and fishing",787107.2
2021-08-01,2,Mining,2222200.29
2021-08-01,3,Manufacturing,1051895.23
2021-08-01,4,"Electricity, gas, water and waste management",1268888.07
2021-08-01,5,Construction,925509.22
2021-08-01,6,"Wholesale and retail trade, accommodation and food services",911763.69
2021-08-01,7,"Transport, communications and information services",1077894.82
2021-08-01,8,Financial intermediation,1674358.82
2021-08-01,9,Real estate and housing services,1182804.66
2021-08-01,10,Business services,995864.89
2021-08-01,11,Personal services,965483.1
2021-08-01,12,Public administration,760181.5
2021-09-01,1,"Agriculture, forestry and fishing",822392.56
2021-09-01,2,Mining,2298435.91
2021-09-01,3,Manufacturing,1123997.19
2021-09-01,4,"Electricity, gas, water and waste management",1350891.34
2021-09-01,5,Construction,971578.93
2021-09-01,6,"Wholesale and retail trade, accommodation and food services",947993.49
2021-09-01,7,"Transport, communications and information services",1126562.88
2021-09-01,8,Financial intermediation,1776610.02
2021-09-01,9,Real estate and housing services,1223922.73
2021-09-01,10,Business services,1037635.77
2021-09-01,11,Personal services,1007012.88
2021-09-01,12,Public administration,783411.55
2021-10-01,1,"Agriculture, forestry and fishing",797364.17
2021-10-01,2,Mining,2219408.87
2021-10-01,3,Manufacturing,1063729.07
2021-10-01,4,"Electricity, gas, water and waste management",1294625.69
2021-10-01,5,Construction,943170.92
2021-10-01,6,"Wholesale and retail trade, accommodation and food services",915419.63
2021-10-01,7,"Transport, communications and information services",1086459.99
2021-10-01,8,Financial intermediation,1743461.61
2021-10-01,9,Real estate and housing services,1191968.57
2021-10-01,10,Business services,1011439.53
2021-10-01,11,Personal services,970865.51
2021-10-01,12,Public administration,767237.67
2021-11-01,1,"Agriculture, forestry and fishing",806420.18
2021-11-01,2,Mining,2210619.51
2021-11-01,3,Manufacturing,1095276.16
2021-11-01,4,"Electricity, gas, water and waste management",1320398.41
2021-11-01,5,Construction,965244.66
2021-11-01,6,"Wholesale and retail trade, accommodation and food services",929934.22
2021-11-01,7,"Transport, communications and information services",1104493.37
2021-11-01,8,Financial intermediation,1724511.28
2021-11-01,9,Real estate and housing services,1198877.58
2021-11-01,10,Business services,1027292.7
2021-11-01,11,Personal services,979282.18
2021-11-01,12,Public administration,767337.54
2021-12-01,1,"Agriculture, forestry and fishing",879026.02
2021-12-01,2,Mining,2420079.2
2021-12-01,3,Manufacturing,1200014.63
2021-12-01,4,"Electricity, gas, water and waste management",1435890.98
2021-12-01,5,Construction,1018651.66
2021-12-01,6,"Wholesale and retail trade, accommodation and food services",999666.01
2021-12-01,7,"Transport, communications and information services",1196696.89
2021-12-01,8,Financial intermediation,1973963.03
2021-12-01,9,Real estate and housing services,1275429.07
2021-12-01,10,Business services,1087026.44
2021-12-01,11,Personal services,1068894.19
2021-12-01,12,Public administration,820363.85
2022-01-01,1,"Agriculture, forestry and fishing",823270.29
2022-01-01,2,Mining,2446727.42
2022-01-01,3,Manufacturing,1151584.93
2022-01-01,4,"Electricity, gas, water and waste management",1392381.09
2022-01-01,5,Construction,978069.49
2022-01-01,6,"Wholesale and retail trade, accommodation and food services",962524.89
2022-01-01,7,"Transport, communications and information services",1153937.6
2022-01-01,8,Financial intermediation,1807940.65
2022-01-01,9,Real estate and housing services,1227087.11
2022-01-01,10,Business services,1052084.36
2022-01-01,11,Personal services,1027918.94
2022-01-01,12,Public administration,811975.76
2022-02-01,1,"Agriculture, forestry and fishing",826420.42
2022-02-01,2,Mining,2220933.79
2022-02-01,3,Manufacturing,1121507.87
2022-02-01,4,"Electricity, gas, water and waste management",1383370.78
2022-02-01,5,Construction,973358.92
2022-02-01,6,"Wholesale and retail trade, accommodation and food services",948193.72
2022-02-01,7,"Transport, communications and information services",1144054.92
2022-02-01,8,Financial intermediation,1861566.34
2022-02-01,9,Real estate and housing services,1229879.55
2022-02-01,10,Business services,1047302.74
2022-02-01,11,Personal services,1008691.98
2022-02-01,12,Public administration,799993.71
2022-03-01,1,"Agriculture, forestry and fishing",843182.34
2022-03-01,2,Mining,2339963.3
2022-03-01,3,Manufacturing,1142880.71
2022-03-01,4,"Electricity, gas, water and waste management",1410498.51
2022-03-01,5,Construction,1001647.15
2022-03-01,6,"Wholesale and retail trade, accommodation and food services",978429.49
2022-03-01,7,"Transport, communications and information services",1172403.82
2022-03-01,8,Financial intermediation,1863847.84
2022-03-01,9,Real estate and housing services,1235471.38
2022-03-01,10,Business services,1056372.07
2022-03-01,11,Personal services,1040459.97
2022-03-01,12,Public administration,811078.59
2022-04-01,1,"Agriculture, forestry and fishing",843305.54
2022-04-01,2,Mining,2370357.36
2022-04-01,3,Manufacturing,1138080.77
2022-04-01,4,"Electricity, gas, water and waste management",1385571.82
2022-04-01,5,Construction,1010723.36
2022-04-01,6,"Wholesale and retail trade, accommodation and food services",970962.7
2022-04-01,7,"Transport, communications and information services",1167012.42
2022-04-01,8,Financial intermediation,1837491.88
2022-04-01,9,Real estate and housing services,1247410.5
2022-04-01,10,Business services,1073903.11
2022-04-01,11,Personal services,1025868.04
2022-04-01,12,Public administration,805552.39
2022-05-01,1,"Agriculture, forestry and fishing",880733.36
2022-05-01,2,Mining,2370751.83
2022-05-01,3,Manufacturing,1155029.06
2022-05-01,4,"Electricity, gas, water and waste management",1432764.16
2022-05-01,5,Construction,1044089.15
2022-05-01,6,"Wholesale and retail trade, accommodation and food services",1004251.32
2022-05-01,7,"Transport, communications and information services",1197138.1
2022-05-01,8,Financial intermediation,1837966.58
2022-05-01,9,Real estate and housing services,1285881.91
2022-05-01,10,Business services,1108717.85
2022-05-01,11,Personal services,1049026.12
2022-05-01,12,Public administration,826038.5
2022-06-01,1,"Agriculture, forestry and fishing",878534.05
2022-06-01,2,Mining,2339068.58
2022-06-01,3,Manufacturing,1161929.29
2022-06-01,4,"Electricity, gas, water and waste management",1409848.46
2022-06-01,5,Construction,1038167.91
2022-06-01,6,"Wholesale and retail trade, accommodation and food services",1003901.2
2022-06-01,7,"Transport, communications and information services",1205787.58
2022-06-01,8,Financial intermediation,1870982.89
2022-06-01,9,Real estate and housing services,1286197.03
2022-06-01,10,Business services,1112441.44
2022-06-01,11,Personal services,1063071.33
2022-06-01,12,Public administration,841414.89
2022-07-01,1,"Agriculture, forestry and fishing",887931.83
2022-07-01,2,Mining,2408712.54
2022-07-01,3,Manufacturing,1192635.11
2022-07-01,4,"Electricity, gas, water and waste management",1456838.43
2022-07-01,5,Construction,1054202.76
2022-07-01,6,"Wholesale and retail trade, accommodation and food services",1019476.3
2022-07-01,7,"Transport, communications and information services",1240817.83
2022-07-01,8,Financial intermediation,1891097.38
2022-07-01,9,Real estate and housing services,1289410.78
2022-07-01,10,Business services,1132860.19
2022-07-01,11,Personal services,1067566.95
2022-07-01,12,Public administration,827597.12
2022-08-01,1,"Agriculture, forestry and fishing",898184.92
2022-08-01,2,Mining,2431172.59
2022-08-01,3,Manufacturing,1200689.49
2022-08-01,4,"Electricity, gas, water and waste management",1475649.7
2022-08-01,5,Construction,1064893.63
2022-08-01,6,"Wholesale and retail trade, accommodation and food services",1034167.79
2022-08-01,7,"Transport, communications and information services",1246260.02
2022-08-01,8,Financial intermediation,1952600.89
2022-08-01,9,Real estate and housing services,1307749.04
2022-08-01,10,Business services,1137856.72
2022-08-01,11,Personal services,1067374.76
2022-08-01,12,Public administration,822437.67
2022-09-01,1,"Agriculture, forestry and fishing",943721.3
2022-09-01,2,Mining,2641494.53
2022-09-01,3,Manufacturing,1275153.0
2022-09-01,4,"Electricity, gas, water and waste management",1550864.2
2022-09-01,5,Construction,1106078.95
2022-09-01,6,"Wholesale and retail trade, accommodation and food services",1080019.59
2022-09-01,7,"Transport, communications and information services",1309469.92
2022-09-01,8,Financial intermediation,2080770.0
2022-09-01,9,Real estate and housing services,1360664.42
2022-09-01,10,Business services,1189875.75
2022-09-01,11,Personal services,1125102.78
2022-09-01,12,Public administration,854301.25
2022-10-01,1,"Agriculture, forestry and fishing",911223.08
2022-10-01,2,Mining,2549738.78
2022-10-01,3,Manufacturing,1214865.26
2022-10-01,4,"Electricity, gas, water and waste management",1481722.59
2022-10-01,5,Construction,1071741.29
2022-10-01,6,"Wholesale and retail trade, accommodation and food services",1045172.39
2022-10-01,7,"Transport, communications and information services",1268468.36
2022-10-01,8,Financial intermediation,1961755.17
2022-10-01,9,Real estate and housing services,1320974.63
2022-10-01,10,Business services,1154833.23
2022-10-01,11,Personal services,1078034.42
2022-10-01,12,Public administration,832357.46
2022-11-01,1,"Agriculture, forestry and fishing",925078.31
2022-11-01,2,Mining,2605121.96
2022-11-01,3,Manufacturing,1234433.49
2022-11-01,4,"Electricity, gas, water and waste management",1523505.68
2022-11-01,5,Construction,1091171.61
2022-11-01,6,"Wholesale and retail trade, accommodation and food services",1052854.27
2022-11-01,7,"Transport, communications and information services",1281986.01
2022-11-01,8,Financial intermediation,1997456.59
2022-11-01,9,Real estate and housing services,1330222.27
2022-11-01,10,Business services,1170542.54
2022-11-01,11,Personal services,1088546.17
2022-11-01,12,Public administration,837792.22
2022-12-01,1,"Agriculture, forestry and fishing",960406.48
2022-12-01,2,Mining,2283159.93
2022-12-01,3,Manufacturing,1252797.85
2022-12-01,4,"Electricity, gas, water and waste management",1413680.89
2022-12-01,5,Construction,1090670.55
2022-12-01,6,"Wholesale and retail trade, accommodation and food services",1040654.07
2022-12-01,7,"Transport, communications and information services",1263786.24
2022-12-01,8,Financial intermediation,1863472.0
2022-12-01,9,Real estate and housing services,1217056.85
2022-12-01,10,Business services,1131731.59
2022-12-01,11,Personal services,1132108.01
2022-12-01,12,Public administration,859949.67
2023-01-01,1,"Agriculture, forestry and fishing",906679.8
2023-01-01,2,Mining,2163747.16
2023-01-01,3,Manufacturing,1198979.52
2023-01-01,4,"Electricity, gas, water and waste management",1380147.17
2023-01-01,5,Construction,1057593.17
2023-01-01,6,"Wholesale and retail trade, accommodation and food services",1008618.1
2023-01-01,7,"Transport, communications and information services",1225297.88
2023-01-01,8,Financial intermediation,1741472.99
2023-01-01,9,Real estate and housing services,1197083.28
2023-01-01,10,Business services,1100369.3
2023-01-01,11,Personal services,1109117.09
2023-01-01,12,Public administration,943280.57
2023-02-01,1,"Agriculture, forestry and fishing",912837.13
2023-02-01,2,Mining,2155487.09
2023-02-01,3,Manufacturing,1171848.69
2023-02-01,4,"Electricity, gas, water and waste management",1348321.09
2023-02-01,5,Construction,1049576.32
2023-02-01,6,"Wholesale and retail trade, accommodation and food services",995100.66
2023-02-01,7,"Transport, communications and information services",1216977.99
2023-02-01,8,Financial intermediation,1753284.52
2023-02-01,9,Real estate and housing services,1197714.47
2023-02-01,10,Business services,1097092.35
2023-02-01,11,Personal services,1086082.97
2023-02-01,12,Public administration,898855.09
2023-03-01,1,"Agriculture, forestry and fishing",919459.69
2023-03-01,2,Mining,2207965.37
2023-03-01,3,Manufacturing,1176741.34
2023-03-01,4,"Electricity, gas, water and waste management",1368226.58
2023-03-01,5,Construction,1057925.1
2023-03-01,6,"Wholesale and retail trade, accommodation and food services",1005984.99
2023-03-01,7,"Transport, communications and information services",1218962.82
2023-03-01,8,Financial intermediation,1768278.88
2023-03-01,9,Real estate and housing services,1214229.46
2023-03-01,10,Business services,1099919.03
2023-03-01,11,Personal services,1119774.84
2023-03-01,12,Public administration,912113.05
2023-04-01,1,"Agriculture, forestry and fishing",923162.82
2023-04-01,2,Mining,2200917.72
2023-04-01,3,Manufacturing,1186312.41
2023-04-01,4,"Electricity, gas, water and waste management",1381788.29
2023-04-01,5,Construction,1081634.67
2023-04-01,6,"Wholesale and retail trade, accommodation and food services",1013571.2
2023-04-01,7,"Transport, communications and information services",1227331.1
2023-04-01,8,Financial intermediation,1753421.73
2023-04-01,9,Real estate and housing services,1207908.73
2023-04-01,10,Business services,1115136.12
2023-04-01,11,Personal services,1106596.56
2023-04-01,12,Public administration,911979.71
2023-05-01,1,"Agriculture, forestry and fishing",1007558.12
2023-05-01,2,Mining,2221142.17
2023-05-01,3,Manufacturing,1225198.22
2023-05-01,4,"Electricity, gas, water and waste management",1421729.1
2023-05-01,5,Construction,1133920.5
2023-05-01,6,"Wholesale and retail trade, accommodation and food services",1066696.44
2023-05-01,7,"Transport, communications and information services",1292600.2
2023-05-01,8,Financial intermediation,1758793.98
2023-05-01,9,Real estate and housing services,1256142.93
2023-05-01,10,Business services,1170433.81
2023-05-01,11,Personal services,1154007.27
2023-05-01,12,Public administration,947280.18
2023-06-01,1,"Agriculture, forestry and fishing",998598.03
2023-06-01,2,Mining,2229473.99
2023-06-01,3,Manufacturing,1226640.3
2023-06-01,4,"Electricity, gas, water and waste management",1412702.3
2023-06-01,5,Construction,1127546.3
2023-06-01,6,"Wholesale and retail trade, accommodation and food services",1069883.08
2023-06-01,7,"Transport, communications and information services",1293980.45
2023-06-01,8,Financial intermediation,1770318.19
2023-06-01,9,Real estate and housing services,1265025.22
2023-06-01,10,Business services,1163094.74
2023-06-01,11,Personal services,1167331.98
2023-06-01,12,Public administration,958170.81
2023-07-01,1,"Agriculture, forestry and fishing",994314.85
2023-07-01,2,Mining,2227167.77
2023-07-01,3,Manufacturing,1235819.83
2023-07-01,4,"Electricity, gas, water and waste management",1414013.48
2023-07-01,5,Construction,1128577.71
2023-07-01,6,"Wholesale and retail trade, accommodation and food services",1072678.71
2023-07-01,7,"Transport, communications and information services",1307946.25
2023-07-01,8,Financial intermediation,1773866.33
2023-07-01,9,Real estate and housing services,1274860.65
2023-07-01,10,Business services,1168203.34
2023-07-01,11,Personal services,1167136.09
2023-07-01,12,Public administration,951474.24
2023-08-01,1,"Agriculture, forestry and fishing",1004398.19
2023-08-01,2,Mining,2241166.14
2023-08-01,3,Manufacturing,1236439.59
2023-08-01,4,"Electricity, gas, water and waste management",1432132.98
2023-08-01,5,Construction,1135853.77
2023-08-01,6,"Wholesale and retail trade, accommodation and food services",1078488.48
2023-08-01,7,"Transport, communications and information services",1306713.26
2023-08-01,8,Financial intermediation,1777073.63
2023-08-01,9,Real estate and housing services,1283755.35
2023-08-01,10,Business services,1170503.78
2023-08-01,11,Personal services,1162222.78
2023-08-01,12,Public administration,947519.47
2023-09-01,1,"Agriculture, forestry and fishing",1013563.7
2023-09-01,2,Mining,2371450.66
2023-09-01,3,Manufacturing,1307736.46
2023-09-01,4,"Electricity, gas, water and waste management",1493157.21
2023-09-01,5,Construction,1158769.19
2023-09-01,6,"Wholesale and retail trade, accommodation and food services",1100647.16
2023-09-01,7,"Transport, communications and information services",1327232.03
2023-09-01,8,Financial intermediation,1876034.06
2023-09-01,9,Real estate and housing services,1313365.21
2023-09-01,10,Business services,1201066.68
2023-09-01,11,Personal services,1186251.71
2023-09-01,12,Public administration,939632.97
2023-10-01,1,"Agriculture, forestry and fishing",974591.63
2023-10-01,2,Mining,2235774.2
2023-10-01,3,Manufacturing,1237618.15
2023-10-01,4,"Electricity, gas, water and waste management",1430379.78
2023-10-01,5,Construction,1133940.72
2023-10-01,6,"Wholesale and retail trade, accommodation and food services",1063825.19
2023-10-01,7,"Transport, communications and information services",1284050.02
2023-10-01,8,Financial intermediation,1836670.59
2023-10-01,9,Real estate and housing services,1265846.49
2023-10-01,10,Business services,1164794.94
2023-10-01,11,Personal services,1147818.99
2023-10-01,12,Public administration,926245.48
2023-11-01,1,"Agriculture, forestry and fishing",982144.82
2023-11-01,2,Mining,2257844.52
2023-11-01,3,Manufacturing,1253907.48
2023-11-01,4,"Electricity, gas, water and waste management",1437828.07
2023-11-01,5,Construction,1134403.04
2023-11-01,6,"Wholesale and retail trade, accommodation and food services",1071405.16
2023-11-01,7,"Transport, communications and information services",1288068.07
2023-11-01,8,Financial intermediation,1810584.68
2023-11-01,9,Real estate and housing services,1275992.35
2023-11-01,10,Business services,1173222.62
2023-11-01,11,Personal services,1147782.51
2023-11-01,12,Public administration,925298.21
2023-12-01,1,"Agriculture, forestry and fishing",1058697.27
2023-12-01,2,Mining,2425246.55
2023-12-01,3,Manufacturing,1371375.88
2023-12-01,4,"Electricity, gas, water and waste management",1543753.96
2023-12-01,5,Construction,1198000.52
2023-12-01,6,"Wholesale and retail trade, accommodation and food services",1137335.3
2023-12-01,7,"Transport, communications and information services",1372715.34
2023-12-01,8,Financial intermediation,1942681.98
2023-12-01,9,Real estate and housing services,1332276.02
2023-12-01,10,Business services,1230947.77
2023-12-01,11,Personal services,1236312.24
2023-12-01,12,Public administration,951395.2
2024-01-01,1,"Agriculture, forestry and fishing",1005627.84
2024-01-01,2,Mining,2286473.46
2024-01-01,3,Manufacturing,1314816.78
2024-01-01,4,"Electricity, gas, water and waste management",1506661.62
2024-01-01,5,Construction,1158745.24
2024-01-01,6,"Wholesale and retail trade, accommodation and food services",1100041.26
2024-01-01,7,"Transport, communications and information services",1329353.02
2024-01-01,8,Financial intermediation,1896797.91
2024-01-01,9,Real estate and housing services,1293487.72
2024-01-01,10,Business services,1197767.91
2024-01-01,11,Personal services,1200729.25
2024-01-01,12,Public administration,988266.18
2024-02-01,1,"Agriculture, forestry and fishing",998288.77
2024-02-01,2,Mining,2286521.63
2024-02-01,3,Manufacturing,1276917.28
2024-02-01,4,"Electricity, gas, water and waste management",1474272.43
2024-02-01,5,Construction,1144350.04
2024-02-01,6,"Wholesale and retail trade, accommodation and food services",1087433.28
2024-02-01,7,"Transport, communications and information services",1322985.08
2024-02-01,8,Financial intermediation,1896198.87
2024-02-01,9,Real estate and housing services,1301213.19
2024-02-01,10,Business services,1193582.62
2024-02-01,11,Personal services,1178776.5
2024-02-01,12,Public administration,960112.2
2024-03-01,1,"Agriculture, forestry and fishing",1015562.19
2024-03-01,2,Mining,2342840.63
2024-03-01,3,Manufacturing,1283258.08
2024-03-01,4,"Electricity, gas, water and waste management",1474881.43
2024-03-01,5,Construction,1149245.43
2024-03-01,6,"Wholesale and retail trade, accommodation and food services",1099005.2
2024-03-01,7,"Transport, communications and information services",1326861.81
2024-03-01,8,Financial intermediation,1906331.61
2024-03-01,9,Real estate and housing services,1334116.21
2024-03-01,10,Business services,1196036.09
2024-03-01,11,Personal services,1212132.13
2024-03-01,12,Public administration,965743.48
2024-04-01,1,"Agriculture, forestry and fishing",1019444.74
2024-04-01,2,Mining,2319943.91
2024-04-01,3,Manufacturing,1291200.73
2024-04-01,4,"Electricity, gas, water and waste management",1491164.94
2024-04-01,5,Construction,1173134.98
2024-04-01,6,"Wholesale and retail trade, accommodation and food services",1107147.08
2024-04-01,7,"Transport, communications and information services",1321526.88
2024-04-01,8,Financial intermediation,1885390.27
2024-04-01,9,Real estate and housing services,1325599.72
2024-04-01,10,Business services,1205867.22
2024-04-01,11,Personal services,1197024.07
2024-04-01,12,Public administration,972944.23
2024-05-01,1,"Agriculture, forestry and fishing",1024559.55
2024-05-01,2,Mining,2371203.14
2024-05-01,3,Manufacturing,1282313.46
2024-05-01,4,"Electricity, gas, water and waste management",1488506.96
2024-05-01,5,Construction,1183836.53
2024-05-01,6,"Wholesale and retail trade, accommodation and food services",1103228.25
2024-05-01,7,"Transport, communications and information services",1327723.0
2024-05-01,8,Financial intermediation,1883245.69
2024-05-01,9,Real estate and housing services,1334977.25
2024-05-01,10,Business services,1224420.05
2024-05-01,11,Personal services,1195855.73
2024-05-01,12,Public administration,961031.97
2024-06-01,1,"Agriculture, forestry and fishing",1027279.46
2024-06-01,2,Mining,2342817.8
2024-06-01,3,Manufacturing,1291281.89
2024-06-01,4,"Electricity, gas, water and waste management",1481830.25
2024-06-01,5,Construction,1161573.92
2024-06-01,6,"Wholesale and retail trade, accommodation and food services",1104537.19
2024-06-01,7,"Transport, communications and information services",1327847.95
2024-06-01,8,Financial intermediation,1907363.82
2024-06-01,9,Real estate and housing services,1330090.64
2024-06-01,10,Business services,1212812.6
2024-06-01,11,Personal services,1214305.55
2024-06-01,12,Public administration,976747.74
2024-07-01,1,"Agriculture, forestry and fishing",1058970.28
2024-07-01,2,Mining,2403001.9
2024-07-01,3,Manufacturing,1346270.46
2024-07-01,4,"Electricity, gas, water and waste management",1543069.88
2024-07-01,5,Construction,1220347.13
2024-07-01,6,"Wholesale and retail trade, accommodation and food services",1156747.41
2024-07-01,7,"Transport, communications and information services",1386277.79
2024-07-01,8,Financial intermediation,1951909.92
2024-07-01,9,Real estate and housing services,1363698.14
2024-07-01,10,Business services,1261907.65
2024-07-01,11,Personal services,1242153.63
2024-07-01,12,Public administration,993636.16
2024-08-01,1,"Agriculture, forestry and fishing",1060252.11
2024-08-01,2,Mining,2353344.98
2024-08-01,3,Manufacturing,1341082.99
2024-08-01,4,"Electricity, gas, water and waste management",1539518.59
2024-08-01,5,Construction,1215050.14
2024-08-01,6,"Wholesale and retail trade, accommodation and food services",1158703.69
2024-08-01,7,"Transport, communications and information services",1378012.44
2024-08-01,8,Financial intermediation,1957713.79
2024-08-01,9,Real estate and housing services,1369073.15
2024-08-01,10,Business services,1266434.16
2024-08-01,11,Personal services,1239068.56
2024-08-01,12,Public administration,989105.75
2024-09-01,1,"Agriculture, forestry and fishing",1119722.27
2024-09-01,2,Mining,2536458.9
2024-09-01,3,Manufacturing,1428322.03
